title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,avg_shot_length,num_shots,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url
The-Benefactor,3141,130.964166667,68.249503473,63.30430394493949,68.80062921630082,78.43752345550014,0.652662060302,199,The Benefactor,http://www.movie-list.com/trailers/benefactor,Drama,15-Jan-16,http://imdb.com/title/tt3165630/
Blue-Jasmine,2569,107.107,136.407620191,107.23765999424927,143.13628268043868,178.36215513632118,0.490889784946,217,Blue Jasmine,http://www.movie-list.com/trailers/bluejasmine,Drama,26-Jul-13,http://imdb.com/title/tt2334873/
A-Resurrection,721,30.03,84.7652577481,78.82774217210894,87.2763389633816,87.47749685406816,0.230358333333,130,A Resurrection,http://www.movie-list.com/trailers/resurrection,Horror,22-Mar-13,http://www.imdb.com/title/tt1817276/
The-Battle-of-Tabato,2571,102.8,184.256642614,180.59922191287106,183.52333197210308,197.7836782130821,2.77189189189,37,The Battle of Tabato,http://www.movie-list.com/trailers/battleoftabato,Drama,TBA 2014,http://imdb.com/title/tt2671652/
Hateship-Loveship,3392,141.432958333,125.699340165,103.75555332458129,135.0069457574466,135.41866768607235,1.02558924129,134,Hateship Loveship,http://www.movie-list.com/trailers/hateshiploveship,"Drama, Romance",11-Apr-14,http://imdb.com/title/tt2463512/
The-Rewrite,3440,143.434958333,118.467785498,115.96705310712827,119.9758343884038,117.36332050908905,0.782658014572,183,The Rewrite,http://www.movie-list.com/trailers/rewrite,"Comedy, Romance",TBA 2015,http://imdb.com/title/tt2509850/
Riddick,525,21.8551666667,69.7330714565,52.5315862690154,74.05187355514238,92.6572854722901,0.187327945402,116,Riddick,http://www.movie-list.com/trailers/riddick,,6-Sep-13,http://imdb.com/title/tt1411250/
Spring-Breakers,3990,132.966666667,91.3082394993,74.95490343210726,95.531404745689,112.52003752380125,0.287826086957,460,Spring Breakers,http://www.movie-list.com/trailers/springbreakers,"Comedy, Crime, Drama",22-Mar-13,http://www.imdb.com/title/tt2101441/
RoboCop-2014,3339,139.222416667,100.086109672,99.51982242925236,100.61774260706605,98.9212266421086,0.262447720126,530,RoboCop (2014),http://www.movie-list.com/trailers/robocop2013,,12-Feb-14,http://imdb.com/title/tt1234721/
blackhat,3649,152.152,94.0731355653,80.52581324629992,104.27806406082964,77.12935423055372,0.415487932605,366,blackhat,http://www.movie-list.com/trailers/blackhat,"Action, Crime, Drama, Thriller",16-Jan-15,http://imdb.com/title/tt2717822/
The-Lookalike,3251,135.552083333,80.3197277163,71.80740038377027,78.41277979070749,112.52801758304727,0.299231972038,453,The Lookalike,http://www.movie-list.com/trailers/lookalike,"Comedy, Romance, Drama, Thriller",7-Nov-14,http://imdb.com/title/tt2497980/
Trainwreck,3725,155.321833333,175.028637061,163.88544691556552,178.02719897067223,188.95887001820137,0.908314814815,171,Trainwreck,http://www.movie-list.com/trailers/trainwreck,Comedy,17-Jul-15,http://imdb.com/title/tt3152624/
Getaway,3350,139.681208333,93.4000047261,93.2740789973918,92.7438224520446,97.19086609146653,0.199561115125,692,Getaway,http://www.movie-list.com/trailers/getaway,"Action, Crime",30-Aug-13,http://imdb.com/title/tt2167202/
Birdman,2545,106.106,77.780350247,78.28460653930357,78.0060134219676,75.3644866111341,0.60599754902,170,Birdman,http://www.movie-list.com/trailers/birdman,Comedy,17-Oct-14,http://imdb.com/title/tt2562232/
The-Boss,3913,163.163,133.548910205,121.84647897693678,134.55662848472792,159.1601466521139,0.499596104231,323,The Boss,http://www.movie-list.com/trailers/boss,Comedy,8-Apr-16,http://imdb.com/title/tt2702724/
Concrete-Night,1604,66.7916666667,40.3005746282,37.940633750934744,39.37371104067726,51.29605981698131,1.67939814815,36,Concrete Night,http://www.movie-list.com/trailers/concretenight,Drama,TBA 2014,http://imdb.com/title/tt2405182/
Nebraska,2938,122.497375,198.533249655,188.2424252174833,205.44643486018717,190.09238153449758,1.58875822368,76,Nebraska,http://www.movie-list.com/trailers/nebraska,"Adventure, Drama",15-Nov-13,http://imdb.com/title/tt1821549/
Elysium,3167,132.048583333,118.908024001,108.99271368782385,124.01032989815003,118.73717745340768,0.20826127451,595,Elysium,http://www.movie-list.com/trailers/elysium,,9-Aug-13,http://imdb.com/title/tt1535108/
Blood-Ties,2035,84.83475,108.812590227,86.64378992954826,122.57408968504298,96.173427822707,0.226739611563,369,Blood Ties,http://www.movie-list.com/trailers/bloodties,"Crime, Drama, Thriller",21-Mar-14,http://imdb.com/title/tt1747958/
Cake,4459,148.6,155.681332395,137.39748315854683,163.803814651937,161.93320595213584,0.714262820513,208,Cake,http://www.movie-list.com/trailers/cake,Drama,23-Jan-15,http://imdb.com/title/tt3442006/
The-Good-Dinosaur,1691,70.4166666667,65.0879491862,79.3120145101291,60.777272810962884,50.04674481649591,0.927927927928,74,The Good Dinosaur,http://www.movie-list.com/trailers/gooddinosaur,"Animation, Comedy, Family",25-Nov-15,http://imdb.com/title/tt1979388/
Cinemanovels,2373,98.9321666667,68.4251292191,56.517168321730125,69.67367424609527,93.27807741514415,1.47099689055,67,Cinemanovels,http://www.movie-list.com/trailers/cinemanovels,"Comedy, Drama, Romance ",TBA 2014,http://imdb.com/title/tt2338062/
Little-Accidents,3167,132.048583333,117.692011563,111.54789597850186,121.30496678951754,115.30113990915602,0.429390710383,305,Little Accidents,http://www.movie-list.com/trailers/littleaccidents,Drama,22-Jan-15,http://imdb.com/title/tt3125220/
Mad-Max-Fury-Road,3912,163.121291667,109.932580365,79.37050148389326,114.34878583305772,167.4210542801647,0.39853490991,407,Mad Max: Fury Road,http://www.movie-list.com/trailers/madmaxfuryroad,,15-May-15,http://imdb.com/title/tt1392190/
The-Theory-of-Everything,3379,135.12,119.408572878,108.46689639672402,123.24602438675517,128.44211605454575,0.361176470588,374,The Theory of Everything,http://www.movie-list.com/trailers/theoryofeverything,"Biography, Drama, Romance",7-Nov-14,http://imdb.com/title/tt2980516/
Boyhood,2534,105.647208333,118.621665091,108.86903897762967,122.59970949650246,123.81298127785111,0.596713541667,176,Boyhood,http://www.movie-list.com/trailers/boyhood,Drama,11-Jul-14,http://imdb.com/title/tt1065073/
Antboy,2459,98.32,144.732596789,122.53810347704074,152.52912651185133,162.90667015193148,0.481990049751,201,Antboy,http://www.movie-list.com/trailers/antboy,"Adventure, Comedy, Family",16-Apr-14,http://imdb.com/title/tt2436046/
Fury,3600,150.108291667,105.804406715,111.77591469677856,105.1944892080089,93.38088286463025,0.274515257125,538,Fury,http://www.movie-list.com/trailers/fury,"Action, Drama, War",17-Oct-14,http://imdb.com/title/tt2713180/
Blended,3649,152.152,189.584926233,166.3525583403142,190.99498452341928,243.40430376845376,0.762182741117,197,Blended,http://www.movie-list.com/trailers/blended,"Comedy, Romance",23-May-14,http://imdb.com/title/tt1086772/
Two-Days-One-Night,2795,116.533083333,142.558079462,135.83061373968096,145.21908594684925,146.62022425085442,0.760018518519,153,"Two Days, One Night",http://www.movie-list.com/trailers/twodaysonenight,Drama,24-Dec-14,http://imdb.com/title/tt2737050/
Kumiko-the-Treasure-Hunter,1435,59.80975,122.084672947,118.59493656289105,123.41704213890749,124.48107607622022,0.9009,65,"Kumiko, the Treasure Hunter",http://www.movie-list.com/trailers/kumiko,Drama,13-Mar-15,http://imdb.com/title/tt3263614/
The-Internship,3630,151.359541667,181.647738786,161.42872310141655,190.52090689194475,189.1308868912313,0.638703036723,236,The Internship,http://www.movie-list.com/trailers/internship,Comedy,7-Jun-13,http://imdb.com/title/tt2234155/
Horns,3073,128.128,100.727751286,92.38404062351002,101.24486513431745,120.03005008493876,0.399584253417,317,Horns,http://www.movie-list.com/trailers/horns,"Fantasy, Thriller, Drama, Horror",31-Oct-14,http://imdb.com/title/tt1528071/
Maleficent,2053,85.5855,72.6777887586,77.67820014371787,75.52141751132436,44.988619794001266,0.801114779874,106,Maleficent,http://www.movie-list.com/trailers/maleficent,"Action, Adventure, Drama",30-May-14,http://imdb.com/title/tt1587310/
Nightcrawler,2235,93.1764166667,56.3383194171,48.5003693337446,60.3943551196452,56.053268140726786,0.448035307018,190,Nightcrawler,http://www.movie-list.com/trailers/nightcrawler,"Crime, Drama, Thriller",31-Oct-14,http://imdb.com/title/tt2872718/
Dope,3658,152.527375,123.548006756,106.50963497398956,130.93928384635825,130.27120389731238,0.479252358491,318,Dope,http://www.movie-list.com/trailers/dope,"Comedy, Drama",19-Jun-15,http://imdb.com/title/tt3850214/
Maps-to-the-Stars,3049,127.0,130.133208412,124.0175854998062,134.57418377582889,123.4149669256888,0.638678451178,198,Maps to the Stars,http://www.movie-list.com/trailers/mapstothestars,"Drama, Thriller",27-Feb-15,http://imdb.com/title/tt2172584/
Effie-Gray,2991,124.583333333,75.6365325536,76.3977923437297,74.71849047793961,78.4340220304721,1.21364379085,102,Effie Gray,http://www.movie-list.com/trailers/effiegray,Drama,3-Apr-15,http://imdb.com/title/tt1605798/
Penthouse-North,2539,101.52,106.40663049,110.35591940871515,103.66756356216216,110.2490032238069,0.614901960784,153,Penthouse North,http://www.movie-list.com/trailers/penthousenorth,Thriller,4-Jan-14,http://imdb.com/title/tt2055709/
Clouds-of-Sils-Maria,2733,109.28,121.460058567,109.77030095386895,125.541313949016,131.2014414382678,0.469482758621,232,Clouds of Sils Maria,http://www.movie-list.com/trailers/cloudsofsilsmaria,Drama,10-Apr-15,http://imdb.com/title/tt2452254/
Partisan,3001,125.125,83.7778043628,74.60228556332304,88.0381922488054,85.97159963044024,0.627977777778,195,Partisan,http://www.movie-list.com/trailers/partisan,"Drama, Thriller",2-Oct-15,http://imdb.com/title/tt3155242/
Police-Story-Lockdown,2398,99.974875,93.7407736345,86.6836878018786,96.02912886048776,100.54316411768109,0.220603016924,453,Police Story: Lockdown,http://www.movie-list.com/trailers/policestorylockdown,"Action, Crime, Drama",5-Jun-15,http://imdb.com/title/tt2599716/
Slow-West,3504,146.104291667,134.133655195,108.48398996590231,143.94591085781403,150.9784291281542,0.577410166667,250,Slow West,http://www.movie-list.com/trailers/slowwest,"Action, Thriller, Western",16-Apr-15,http://imdb.com/title/tt3205376/
Mystery-Road,3223,134.25,107.155927005,92.99704311709768,110.24383622976063,128.47349956282503,0.725675675676,185,Mystery Road,http://www.movie-list.com/trailers/mysteryroad,"Action, Crime, Drama",14-Oct-14,http://imdb.com/title/tt2236054/
The-Diary-of-a-Teenage-Girl,2596,108.233125,100.476173618,82.28019153870717,106.0436449252471,119.60530522745192,0.884837121212,121,The Diary of a Teenage Girl,http://www.movie-list.com/trailers/diaryofateenagegirl,Drama,7-Aug-15,http://imdb.com/title/tt3172532/
The-Revenant,3479,145.061583333,134.082025528,142.70611260795894,133.30118013094662,115.60855905419953,0.783728682171,172,The Revenant,http://www.movie-list.com/trailers/revenant,Adventure,25-Dec-15,http://imdb.com/title/tt1663202/
Christmas-Eve,3278,136.678208333,85.2293867034,90.25563585270321,82.78216098058138,84.72674255657762,0.480603798587,283,Christmas Eve,http://www.movie-list.com/trailers/christmaseve,Comedy,4-Dec-15,http://imdb.com/title/tt3703148/
Outcast,2490,103.812041667,82.3243765268,70.90240664721898,87.0735303732792,87.89021798932443,0.32141484375,320,Outcast,http://www.movie-list.com/trailers/outcast,"Action, Adventure",27-Feb-15,http://imdb.com/title/tt1552224/
Maze-Runner-The-Scorch-Trials,2820,117.575791667,75.9187172995,67.91847844360964,80.97498481677532,70.92603513420731,0.250342685185,450,Maze Runner: The Scorch Trials,http://www.movie-list.com/trailers/mazerunner2,,18-Sep-15,http://imdb.com/title/tt4046784/
The-Confirmation,3103,129.37925,126.858465739,117.24786863726075,130.18279492830166,135.05067702317135,0.760809068627,170,The Confirmation,http://www.movie-list.com/trailers/confirmation,Comedy,18-Mar-16,http://imdb.com/title/tt4210080/
Video-Games-The-Movie,2459,102.519083333,116.30002819,112.59294310811899,116.15322444866646,126.87767319190982,0.342998022599,295,Video Games: The Movie,http://www.movie-list.com/trailers/videogamesthemovie,Documentary,18-Jul-14,http://imdb.com/title/tt3214002/
Match,3333,133.28,93.9090711961,84.01177930480547,95.49691121218173,111.76546912562553,1.38666666667,96,Match,http://www.movie-list.com/trailers/match,"Comedy, Drama, Family",14-Jan-15,http://imdb.com/title/tt2637378/
Body,2599,108.25,56.3711714534,49.61223895126649,56.760692748676206,72.13637357355464,0.54864990689,179,Body,http://www.movie-list.com/trailers/body2015,"Drama, Thriller",11-Dec-15,http://imdb.com/title/tt3732950/
Infinitely-Polar-Bear,2880,119.958333333,131.107942247,119.79213860651393,136.1462187751621,134.94948769194244,0.463313413015,251,Infinitely Polar Bear,http://www.movie-list.com/trailers/infinitelypolarbear,"Comedy, Drama",19-Jun-15,http://imdb.com/title/tt1969062/
A-Walk-in-the-Woods,3608,150.441958333,144.377721598,135.22440354645906,147.51390500515168,152.35513280831654,0.625103645833,240,A Walk in the Woods,http://www.movie-list.com/trailers/walkinthewoods,"Adventure, Comedy, Drama",2-Sep-15,http://imdb.com/title/tt1178665/
Captain-Phillips,3788,151.48,113.461284341,110.19302499256197,113.95018312584061,119.61255855760145,0.479113924051,316,Captain Phillips,http://www.movie-list.com/trailers/captainphillips,"Action, Biography, Drama ",11-Oct-13,http://imdb.com/title/tt1535109/
Leonie,3415,142.39225,74.3024013759,48.4153478418976,82.50120874951037,100.02495061403965,0.496270833333,286,Leonie,http://www.movie-list.com/trailers/leonie,"Biography, Drama",22-Mar-13,http://www.imdb.com/title/tt1426328/
Gods-Pocket,3427,142.89275,103.364926807,80.82633705202788,114.19369589840493,106.79153657552156,0.655903645833,208,God's Pocket,http://www.movie-list.com/trailers/godspocket,"Comedy, Drama",9-May-14,http://imdb.com/title/tt2920808/
Authors-Anonymous,2686,111.875,159.062311615,146.06741027016588,163.07734969768438,172.59963519698826,0.861653645833,128,Authors Anonymous,http://www.movie-list.com/trailers/authorsanonymous,Comedy,18-Apr-14,http://imdb.com/title/tt2114461/
Starry-Eyes,2830,117.992875,92.6102483045,90.53176995308219,96.81725464574977,76.4787174425134,0.7596875,154,Starry Eyes,http://www.movie-list.com/trailers/starryeyes,Horror,14-Nov-14,http://imdb.com/title/tt2793490/
Spare-Parts,3622,151.025875,144.891797467,141.69159963881603,145.9331678476947,148.04744569099267,0.532115213523,281,Spare Parts,http://www.movie-list.com/trailers/spareparts,"Family, Sport",16-Jan-15,http://imdb.com/title/tt3233418/
Hello-My-Name-Is-Doris,3609,150.483666667,163.628014564,152.12225922995165,164.73029795994802,188.2630384015002,0.739860632184,203,"Hello, My Name Is Doris",http://www.movie-list.com/trailers/hellomynameisdoris,Drama,11-Mar-16,http://imdb.com/title/tt3766394/
The-Gambler,1723,71.82175,82.3750776716,77.6473412073414,85.45184356868282,79.00048429756515,0.246377083333,280,The Gambler,http://www.movie-list.com/trailers/gambler,"Crime, Drama, Thriller",19-Dec-14,http://imdb.com/title/tt2039393/
Beloved-Sisters,3598,143.88,176.251305826,158.90226603005235,181.55569055147484,194.58094873582618,0.585739130435,230,Beloved Sisters,http://www.movie-list.com/trailers/belovedsisters,"Drama, History, Romance",24-Dec-14,http://imdb.com/title/tt2790236/
The-Brothers-Grimsby,1945,81.081,123.511569093,104.58133496725694,128.9680230911578,145.1577062882353,0.204316666667,385,The Brothers Grimsby,http://www.movie-list.com/trailers/brothersgrimsby,Comedy,11-Mar-16,http://imdb.com/title/tt3381008/
Goodnight-Mommy,3439,143.39325,82.2531785392,75.79823803201879,87.1731468049465,73.91621067456822,0.929817777778,150,Goodnight Mommy,http://www.movie-list.com/trailers/goodnightmommy,"Drama, Fantasy, Horror",11-Sep-15,http://imdb.com/title/tt3086442/
Grand-Piano,3136,130.755625,70.8561913706,56.42943702318509,78.35355826639355,70.13942054399936,0.563425181159,230,Grand Piano,http://www.movie-list.com/trailers/grandpiano,Thriller,7-Mar-14,http://imdb.com/title/tt2039345/
The-SpongeBob-Movie-Sponge-Out-of-Water,3673,153.153,231.583312243,216.1105609472971,240.1418138367789,228.28614783574665,0.251709791667,600,The SpongeBob Movie: Sponge Out of Water,http://www.movie-list.com/trailers/spongebobmovie2,"Animation, Adventure, Comedy",6-Feb-15,http://imdb.com/title/tt2279373/
Oz-the-Great-and-Powerful,2627,109.526083333,78.4803532897,65.71340377788141,87.39325064634754,66.12963834277525,0.644134615385,169,Oz the Great and Powerful,http://www.movie-list.com/trailers/ozthegreatandpowerful,"Adventure, Fantasy",8-Mar-13,http://www.imdb.com/title/tt1623205/
Survivor,3003,125.083333333,99.0238270288,96.49652662856897,101.9384967068577,90.72910221583656,0.234004369538,534,Survivor,http://www.movie-list.com/trailers/survivor,"Action, Thriller",29-May-15,http://imdb.com/title/tt3247714/
The-Secret-Life-of-Walter-Mitty,2885,120.286833333,171.358622182,164.84571002688952,179.06274446170696,148.91586365208207,0.735559927984,162,The Secret Life of Walter Mitty,http://www.movie-list.com/trailers/secretlifeofwaltermitty,"Adventure, Comedy, Drama",25-Dec-13,http://imdb.com/title/tt0359950/
The-Smurfs-2,2233,93.093,115.794025917,104.47529464647523,120.51448620333697,121.26628900137572,0.386960648148,234,The Smurfs 2,http://www.movie-list.com/trailers/smurfs2,"Animation, Comedy, Family",31-Jul-13,http://imdb.com/title/tt2017020/
Youth,3649,152.152,134.909873665,109.2329952256336,144.38598823073147,153.55751140981073,1.19894907407,126,Youth,http://www.movie-list.com/trailers/youth,Drama,4-Dec-15,http://imdb.com/title/tt3312830/
Dom-Hemingway,3251,135.416666667,114.612437037,94.48198990564005,121.54425652164393,131.80080417564395,0.636070853462,207,Dom Hemingway,http://www.movie-list.com/trailers/domhemingway,"Comedy, Crime, Drama",2-Apr-14,http://imdb.com/title/tt2402105/
Gods-of-Egypt,3206,133.675208333,141.816482191,117.57475068192781,147.7253425960751,175.07555358208992,0.301888888889,441,Gods of Egypt,http://www.movie-list.com/trailers/godsofegypt,"Adventure, Fantasy",26-Feb-16,http://imdb.com/title/tt2404233/
Zero-Charisma,2726,113.655208333,83.2081326976,72.01789144286298,85.64228683096047,100.08739101346461,0.76944683908,145,Zero Charisma,http://www.movie-list.com/trailers/zerocharisma,Comedy,11-Oct-13,http://imdb.com/title/tt2294965/
The-Fault-in-Our-Stars,3584,149.440958333,88.438590734,84.33661126032804,91.87744878020243,81.56416837145748,0.526311949686,265,The Fault in Our Stars,http://www.movie-list.com/trailers/faultinourstars,"Drama, Romance",6-Jun-14,http://imdb.com/title/tt2582846/
The-Young-Messiah,3254,135.677208333,78.4693430799,64.70324660309107,83.95674890391251,86.37658827737276,0.423583333333,308,The Young Messiah,http://www.movie-list.com/trailers/youngmessiah,Drama,11-Mar-16,http://imdb.com/title/tt1002563/
The-Last-Witch-Hunter,1922,80.1217083333,64.089272916,63.41167468931189,65.15119027049138,60.45416370725593,0.342079935622,233,The Last Witch Hunter,http://www.movie-list.com/trailers/lastwitchhunter,"Action, Adventure, Fantasy",23-Oct-15,http://imdb.com/title/tt1618442/
Finding-Vivian-Maier,4830,161.127633333,192.331599734,180.70934371314513,193.0801020120745,219.1189212018271,0.709597777778,225,Finding Vivian Maier,http://www.movie-list.com/trailers/findingvivianmaier,Documentary,17-Nov-13,http://imdb.com/title/tt2714900/
Far-from-the-Madding-Crowd,2325,92.96,102.244275196,87.90275049313155,105.87006138023877,121.26681616689183,0.458415841584,202,Far from the Madding Crowd,http://www.movie-list.com/trailers/farfromthemaddingcrowd,Drama,1-May-15,http://imdb.com/title/tt2935476/
Best-Night-Ever,1945,81.081,97.5625187292,75.16594939563892,106.3360757191976,111.19421059332953,0.211834429825,380,Best Night Ever,http://www.movie-list.com/trailers/bestnightever,Comedy,31-Jan-14,http://imdb.com/title/tt2499414/
Entourage,3601,150.15,117.778069888,111.04328772291976,121.5501172717704,116.11677499464035,0.266452679678,538,Entourage,http://www.movie-list.com/trailers/entourage,Comedy,5-Jun-15,http://imdb.com/title/tt1674771/
Lullaby,3537,147.480666667,133.919037797,126.75344042965617,137.31288813714224,135.34885189187483,0.52284375,280,Lullaby,http://www.movie-list.com/trailers/lullaby,"Comedy, Drama",13-Jun-14,http://imdb.com/title/tt2210781/
Black-Mass,3144,131.089291667,53.6437482643,45.444125592622626,55.93400818806769,63.39680980921862,1.3013,95,Black Mass,http://www.movie-list.com/trailers/blackmass,"Action, Crime, Drama",18-Sep-15,http://imdb.com/title/tt1355683/
Bends,4303,143.5434,110.232044081,112.79890566634849,108.95352448890023,110.18186230163607,1.97068666667,65,Bends,http://www.movie-list.com/trailers/bends,Drama,TBA 2014,http://imdb.com/title/tt2852460/
The-Angriest-Man-in-Brooklyn,2889,120.453666667,148.206467461,132.84814882935993,153.99370429003778,158.80571366169448,0.811621621622,148,The Angriest Man in Brooklyn,http://www.movie-list.com/trailers/angriestmaninbrooklyn,"Comedy, Drama",23-May-14,http://imdb.com/title/tt1294970/
Savannah,3003,125.208416667,113.349447989,108.46816268266781,114.47043749729082,120.47515221317516,0.512392045455,242,Savannah,http://www.movie-list.com/trailers/savannah,"Drama, Family, History ",23-Aug-13,http://www.imdb.com/title/tt1797487/
Lovelace,3529,147.147,69.5964824745,57.87919027356071,73.50417331646695,80.25826986786998,0.570675925926,252,Lovelace,http://www.movie-list.com/trailers/lovelace,"Biography, Drama",9-Aug-13,http://imdb.com/title/tt1426329/
No-Escape,3337,139.139,98.7940167678,91.25915950549405,101.2492876643561,105.99405379528103,0.284504078014,470,No Escape,http://www.movie-list.com/trailers/noescape,Thriller,26-Aug-15,http://imdb.com/title/tt1781922/
The-Imitation-Game,1586,66.1077083333,69.2643751413,61.410729651762765,73.73244638361818,66.91019316827415,0.637187706271,101,The Imitation Game,http://www.movie-list.com/trailers/imitationgame,"Biography, Drama",28-Nov-14,http://imdb.com/title/tt2084970/
The-Connection,3654,152.208333333,100.575256513,92.04303815566722,105.24779628395788,98.97487710032549,0.408692722372,371,The Connection,http://www.movie-list.com/trailers/connection,"Action, Crime, Thriller",15-May-15,http://imdb.com/title/tt2935564/
Macbeth,2710,112.875,98.3232167984,81.58318688556558,103.34070242455404,116.46499925486114,0.469308035714,224,Macbeth,http://www.movie-list.com/trailers/macbeth,"Drama, Thriller ",21-Sep-06,
The-Runner,3031,126.37625,160.041249157,153.3747818292356,167.5505170304335,138.99450326022892,0.320116751269,394,The Runner,http://www.movie-list.com/trailers/runner,Drama,7-Aug-15,http://imdb.com/title/tt3687398/
Girl-Most-Likely,3603,150.233416667,137.542934332,116.03729286232799,146.54113872130895,147.71700935311128,0.490790846995,305,Girl Most Likely,http://www.movie-list.com/trailers/girlmostlikely,Comedy,19-Jul-13,http://imdb.com/title/tt1698648/
Killing-Season,2373,98.9321666667,85.7497211872,74.19936427963168,90.76821782521183,90.26831000509361,0.410544314972,236,Killing Season,http://www.movie-list.com/trailers/killingseason,"Action, Thriller",12-Jul-13,http://www.imdb.com/title/tt1480295/
Despicable-Me-2,1260,52.4583333333,256.565884172,219.7767795201693,273.2475313422471,267.353542764223,0.708333333333,74,Despicable Me 2,http://www.movie-list.com/trailers/despicableme2,"Animation, Comedy, Family",3-Jul-13,http://imdb.com/title/tt1690953/
Into-the-Storm,2341,97.5975,75.0556039883,80.64899697278729,73.7641817303507,67.10565015314516,0.338543850806,248,Into the Storm,http://www.movie-list.com/trailers/intothestorm,"Action, Thriller",8-Aug-14,http://imdb.com/title/tt2106361/
Underdogs-aka-The-Unbeatables,2887,120.25,181.261678642,168.98977832726703,181.8164384585249,210.74021512634727,0.435688405797,276,Underdogs (aka: The Unbeatables),http://www.movie-list.com/trailers/underdogs,"Animation, Adventure, Family",14-Aug-15,http://imdb.com/title/tt1634003/
Ratchet-and-Clank,3779,157.574083333,92.8315535699,88.16479323215083,94.17490939865675,98.23179873529094,0.264503858025,594,Ratchet and Clank,http://www.movie-list.com/trailers/ratchetandclank,"Animation, Action, Adventure",29-Apr-16,http://imdb.com/title/tt2865120/
Tracks,2864,119.410958333,186.256583839,169.371032722323,189.99116920949686,211.4628581814113,0.219513448383,536,Tracks,http://www.movie-list.com/trailers/tracks,"Adventure, Biography, Drama",19-Sep-14,http://imdb.com/title/tt2167266/
Earth-to-Echo,1899,79.1624166667,95.6669847275,79.07235570726462,107.4932289811438,78.36607188322964,0.293206018519,234,Earth to Echo,http://www.movie-list.com/trailers/earthtoecho,,25-Apr-14,http://imdb.com/title/tt2183034/
Paranormal-Activity-The-Ghost-Dimension,3873,161.494666667,72.7981629255,69.51605113568297,72.22026229134875,84.44316908756949,0.920256944444,156,Paranormal Activity: The Ghost Dimension,http://www.movie-list.com/trailers/paranormalactivityghostdimension,Horror,23-Oct-15,http://imdb.com/title/tt2473510/
Beyond-the-Reach,3530,147.188708333,141.987945045,126.08612073874495,148.4809540573676,150.37266249795056,0.370740740741,396,Beyond the Reach,http://www.movie-list.com/trailers/beyondthereach,Thriller,17-Apr-15,http://imdb.com/title/tt2911668/
Only-God-Forgives,2268,94.5527916667,68.0107870689,64.70567261770803,63.60589716967195,99.41754284971769,0.719229961832,131,Only God Forgives,http://www.movie-list.com/trailers/onlygodforgives,"Crime, Drama, Thriller",19-Jul-13,http://imdb.com/title/tt1602613/
For-No-Good-Reason,2232,92.9583333333,287.806027426,277.373717746408,289.80497376095957,305.1184525811041,0.469127806563,193,For No Good Reason,http://www.movie-list.com/trailers/fornogoodreason,Documentary,25-Apr-14,http://imdb.com/title/tt2112152/
Closed-Curtain,2196,87.8,113.31160026,103.82218040368814,112.76477973513306,141.1072353794824,1.95219512195,41,Closed Curtain,http://www.movie-list.com/trailers/closedcurtain,Drama,20-Oct-13,http://imdb.com/title/tt2626926/
Child-of-God,2527,105.35525,107.378973083,102.10299748206283,108.47543063035378,115.66060838642117,0.339855645161,310,Child of God,http://www.movie-list.com/trailers/childofgod,"Crime, Drama, Thriller",1-Aug-14,http://imdb.com/title/tt1951095/
Paranoia,3594,149.858041667,101.693995,88.70646746675594,106.95614534544457,108.74012768797726,0.339733333333,440,Paranoia,http://www.movie-list.com/trailers/paranoia,,,
Forsaken,3120,130.088291667,77.6806865252,59.37391440543277,86.17685786207177,82.00006968787523,0.56344514526,218,Forsaken,http://www.movie-list.com/trailers/forsaken,"Drama, Western",19-Feb-16,http://imdb.com/title/tt2271563/
Man-Up,3683,153.416666667,129.468241823,121.9451736953712,133.48137356062577,128.6426589964071,0.541512915129,271,Man Up,http://www.movie-list.com/trailers/manup,"Comedy, Romance",13-Nov-15,http://imdb.com/title/tt3064298/
Automata,3459,144.227416667,124.726518786,125.29087040433981,126.43702580598352,114.5486269622665,0.444631430041,324,Automata,http://www.movie-list.com/trailers/automata,,10-Oct-14,http://imdb.com/title/tt1971325/
Don-Verdean,3518,146.688208333,162.236245713,142.83943475206783,168.9981570120316,178.41772368383806,0.707421925566,206,Don Verdean,http://www.movie-list.com/trailers/donverdean,Comedy,11-Dec-15,http://imdb.com/title/tt3534282/
This-is-the-End,4512,188.146291667,76.9211097305,61.828086373521856,79.1164103045412,105.25756021697691,0.808166666667,231,This is the End,http://www.movie-list.com/trailers/thisistheend,"Action, Comedy",14-Jun-13,http://imdb.com/title/tt1245492/
Oldboy-2013,3611,150.567083333,105.30789761,96.03629078079955,108.5157223179256,113.19229206560809,0.565748263889,264,Oldboy (2013),http://www.movie-list.com/trailers/oldboy2013,"Action, Drama, Mystery",27-Nov-13,http://imdb.com/title/tt1321511/
The-Lady-in-the-Van,2489,103.666666667,201.351201237,179.164818441453,206.121809718332,235.13451491333748,0.860069444444,120,The Lady in the Van,http://www.movie-list.com/trailers/ladyinthevan,"Biography, Drama",15-Jan-16,http://imdb.com/title/tt3722070/
Hunky-Dory,2793,116.449666667,140.735612844,105.64553049852475,152.4377988623595,172.60680566191374,0.396014175258,291,Hunky Dory,http://www.movie-list.com/trailers/hunkydory,Drama ,22-Mar-13,http://www.imdb.com/title/tt1727300/
