title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
Enough-Said,3582,149.3575417,64.14917893,53.1162477,69.20540618,67.0978865,1.066541667,0.791801749,5.046708333,0.041708333,140,30.94551343,30.59325457,29.4739683,0.030704072,0.030250263,0.160327716,0,9,10.61445555,24,1,3,0.000837521,Enough Said,http://www.movie-list.com/trailers/enoughsaid,Comedy,20-Sep-13,http://imdb.com/title/tt2390361/,0.041264373,0.01313564,0,0.086901473,0.135135135,0.081081081,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entertainment,3853,160.6605,81.11377036,75.48223998,82.82220981,87.15343568,1.844141878,1.861278636,8.633625,0.041708333,79,60.73882578,59.52343866,57.94128771,0.028650928,0.031313952,0.125431858,0,27,18,45,9,2,0.000519076,Entertainment,http://www.movie-list.com/trailers/entertainment,Drama,13-Nov-15,http://imdb.com/title/tt3343784/,0.049010879,0.033973311,0,0.120661786,0.050314465,0.044025157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Entourage,3601,150.15,59.01317106,55.638681,60.90317078,58.18077252,0.26645268,0.56199713,4.587916667,0.041708333,538,25.63005998,27.6979847,30.23788707,0.035529134,0.025751344,0.122003416,0,18.25,17.26810644,44,2,4,0.001110803,Entourage,http://www.movie-list.com/trailers/entourage,Comedy,5-Jun-15,http://imdb.com/title/tt1674771/,0.116603414,0.057125521,0,0.250817946,0.080536913,0.040268456,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Epic,3499,145.75,65.94409941,48.47101883,74.7696403,66.37134235,0.553281711,1.135004942,8.75,0.041666667,226,28.85534072,33.52492496,31.88361759,0.031138914,0.030245397,0.155646489,0,31.66666667,73.88279006,240,1,9,0.002572163,Epic,http://www.movie-list.com/trailers/epic,Animation/ Adventure/ Family,24-May-13,http://imdb.com/title/tt0848537/,0.088946666,0.053570268,0,0.258734062,0.034722222,0.027777778,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
Erased,3639,145.52,50.73512364,48.27173676,52.48445412,48.23093823,0.340469484,0.406614056,2.12,0.04,426,25.78912665,28.97233846,28.02795545,0.017329335,0.025551124,0.265002977,0,12,0,12,12,1,0.000274801,Erased,http://www.movie-list.com/trailers/erased,Action/ Thriller,10-May-13,http://www.imdb.com/title/tt1645155/,0.123775759,0.066849335,0,0.318079286,0.118055556,0.104166667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escape-Plan,3625,151.151,44.22039489,41.36318052,45.50588597,45.13144889,0.309271226,0.451422644,5.005,0.041708333,477,28.04964311,30.54372483,29.4894804,0.021196537,0.023619707,0.172798426,0.000677849,0,0,0,0,0,0,Escape Plan,http://www.movie-list.com/trailers/escapeplan,Action/ Thriller ,18-Oct-13,http://imdb.com/title/tt1211956/,0.108431445,0.056201698,0,0.257358019,0.166666667,0.146666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Escobar-Paradise-Lost,3721,155.155,49.54412034,38.36144703,53.93310651,56.30833598,0.540587161,0.856650598,7.632625,0.041708333,283,28.21222944,36.21566005,41.81748692,0.019389603,0.027925079,0.17686983,0,9.882352941,8.635646731,28,1,17,0.004568664,Escobar: Paradise Lost,http://www.movie-list.com/trailers/escobar,Biography/ Drama/ Romance/ Thriller,26-Jun-15,http://imdb.com/title/tt2515030/,0.067336287,0.03966743,0,0.206049738,0.058441558,0.084415584,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everest,4130,172.2137083,63.02908019,68.18820396,62.21688975,53.73957675,0.491526389,0.85033848,7.5075,0.041708333,330,41.35500054,35.50161523,32.62019021,0.026369831,0.031063496,0.192594428,0,11.35,11.38540733,38,1,20,0.004842615,Everest,http://www.movie-list.com/trailers/everest,Adventure/ Drama/ Thriller,18-Sep-15,http://imdb.com/title/tt2719848/,0.113685347,0.078919835,0,0.327594829,0.076023392,0.058479532,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Everly,2911,121.25,25.84974742,23.41780474,26.09628028,30.97937772,0.331481481,0.765696375,11.75,0.041666667,360,27.93290921,28.14178412,28.98663039,0.013163627,0.01338122,0.075288385,0,12.66666667,9.177266599,31,1,12,0.004122295,Everly,http://www.movie-list.com/trailers/everly,Thriller/ Action,27-Feb-15,http://imdb.com/title/tt1945084/,0.067511538,0.034845983,0.00816319,0.179125168,0.125,0.116666667,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Everybody-Wants-Some,3606,150.3585417,83.22000563,69.89977581,84.57044878,111.2641158,0.766363889,0.749523128,4.295958333,0.041708333,195,33.55583564,26.93155705,43.75450349,0.028603758,0.022490232,0.139518229,0,32.66666667,12.28368385,50,23,3,0.000831947,Everybody Wants Some,http://www.movie-list.com/trailers/everybodywantssome,Comedy,15-Apr-16,http://imdb.com/title/tt2937696/,0.118308827,0.042705137,0,0.19881198,0.11409396,0.046979866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exists,3229,134.6345,48.72994818,40.83365485,52.92436754,47.87864031,0.276768261,0.554604665,5.005,0.041708333,486,38.32275211,44.3519626,44.8342164,0.02764635,0.041613897,0.206523438,0,7.411764706,9.311970939,30,1,17,0.005264788,Exists,http://www.movie-list.com/trailers/exists,Horror,24-Oct-14,http://imdb.com/title/tt1988621/,0.095646589,0.073274743,0,0.329597882,0.142857143,0.120300752,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ex-Machina,2975,124.0405833,40.91631143,39.09098977,42.39679159,38.11489413,0.34040506,1.049645851,15.18183333,0.041708333,359,27.43445052,28.74273589,24.16529147,0.017686689,0.029574711,0.216296761,0,8.625,14.39780799,68,1,32,0.010756303,Ex Machina,http://www.movie-list.com/trailers/exmachina,,10-Apr-15,http://imdb.com/title/tt0470752/,0.124127412,0.085361369,0,0.403239771,0.089430894,0.073170732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Exodus-Gods-and-Kings,2345,97.76433333,31.61846198,21.54261852,36.62595111,32.28017548,0.447682438,0.856712961,5.630625,0.041708333,214,19.85452023,29.10074035,25.00446404,0.029089928,0.033550497,0.201206342,0,9.933333333,13.21346115,47,2,15,0.006396588,Exodus: Gods and Kings,http://www.movie-list.com/trailers/exodusgodsandkings,Action/ Adventure/ Drama,12-Dec-14,http://imdb.com/title/tt1528100/,0.14639439,0.101319819,0,0.381444787,0.052083333,0.0625,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Exposed-aka-Daughter-of-God,2474,103.0416667,55.87615963,48.67581732,58.89927916,59.23755237,0.307557558,0.492522946,3,0.041666667,333,36.42811751,38.62672614,37.68385687,0.021206889,0.017979761,0.084363555,0,2.714285714,3.781444133,14,1,21,0.008488278,Exposed (aka: Daughter of God),http://www.movie-list.com/trailers/exposed,Drama,22-Jan-16,http://imdb.com/title/tt4019560/,0.154721011,0.095438193,0.012902467,0.473110836,0.117647059,0.058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Extraction,2978,124.1657083,42.56560533,41.26075849,43.98252864,38.72824832,0.17285852,0.281115216,2.544208333,0.041708333,713,35.85953278,37.80954152,35.0755188,0.020256558,0.028387018,0.237600528,0,3.432835821,4.154565482,23,1,67,0.022498321,Extraction,http://www.movie-list.com/trailers/extraction,Thriller,18-Dec-15,http://imdb.com/title/tt4382872/,0.128387136,0.073496275,0.012037416,0.341556419,0.105691057,0.089430894,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eye-in-the-Sky,3602,150.1917083,59.83161697,57.01560051,60.79692298,62.29701917,0.457647231,0.68768929,5.130125,0.041708333,328,31.77828269,32.06476481,34.99672355,0.02766641,0.028102552,0.188472387,0,4.454545455,7.062881673,25,1,11,0.003053859,Eye in the Sky,http://www.movie-list.com/trailers/eyeinthesky,Drama/ Thriller/ War,11-Mar-16,http://imdb.com/title/tt2057392/,0.112899491,0.037086809,0,0.233641928,0.127516779,0.11409396,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Fading-Gigolo,3538,147.522375,49.00242967,37.50754552,51.68149156,65.3893752,1.114663168,1.034763716,5.25525,0.041708333,131,39.35181319,46.01224288,44.8547598,0.018760355,0.017965323,0.1034375,0,35,1,36,34,2,0.000565291,Fading Gigolo,http://www.movie-list.com/trailers/fadinggigolo,Comedy,18-Apr-14,http://imdb.com/title/tt2258345/,0.141874915,0.063053436,0,0.371663227,0.116438356,0.130136986,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faith-Connections,5175,206.96,70.49243659,67.16443564,70.11172789,81.24037288,0.493041363,0.689362515,4.96,0.04,411,50.74473425,50.18565814,55.75265945,0.020595868,0.023243923,0.158811849,0,24,15.57776193,36,2,3,0.00057971,Faith Connections,http://www.movie-list.com/trailers/faithconnections,Documentary/ Biography/ Drama ,21-Nov-13,http://imdb.com/title/tt2768766/,0.076535908,0.040282899,0,0.187440725,0.067961165,0.077669903,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Family-Weekend,2529,105.4386667,87.40296273,83.62704452,88.21149416,93.21659696,0.768051235,0.736880189,3.712041667,0.041708333,135,42.42219495,37.48119847,37.11508754,0.033168579,0.030727715,0.141409122,0,0,0,0,0,0,0,Family Weekend,http://www.movie-list.com/trailers/familyweekend,Comedy/ Drama/ Family,29-Mar-13,http://www.imdb.com/title/tt1821426/,0.037066862,0.01101125,0,0.060901425,0.134615385,0.086538462,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Far-from-the-Madding-Crowd,2325,92.96,51.27740979,44.08472821,53.09584587,60.81774563,0.458415842,0.811023962,6.2,0.04,202,26.79931128,32.89622331,37.89232163,0.025459451,0.037493853,0.213986459,0,5.111111111,4.863570806,18,1,9,0.003870968,Far from the Madding Crowd,http://www.movie-list.com/trailers/farfromthemaddingcrowd,Drama,1-May-15,http://imdb.com/title/tt2935476/,0.106863676,0.058600906,0,0.246300226,0.097826087,0.108695652,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast-Furious-6,1489,62.062,63.2694433,58.60485599,64.70020998,68.18797004,0.207127825,0.274239029,1.960291667,0.041708333,295,27.42383318,32.56447496,39.16991185,0.01959996,0.021109134,0.13733467,0,7.733333333,7.869491018,26,2,15,0.010073875,Fast & Furious 6,http://www.movie-list.com/trailers/fastandfurious6,Action/ Adventure/ Crime,24-May-13,http://imdb.com/title/tt1905041/,0.142576753,0.056389085,0,0.310837375,0.114754098,0.131147541,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Fat,2600,108.3999583,53.47247874,50.00201002,53.07616777,64.65936377,0.636883691,0.610071419,3.75375,0.041708333,163,28.36124717,28.2528144,39.13172213,0.016658343,0.023189928,0.179702691,0,41.25,32.86620605,90,1,4,0.001538462,Fat,http://www.movie-list.com/trailers/fat,Drama,TBA 2014,http://imdb.com/title/tt2597098/,0.133660797,0.072294512,0,0.303588088,0.065420561,0.046728972,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fathers-and-Daughters,2880,120.0782917,37.99674982,29.8627334,40.63235338,45.78585414,0.369157609,0.665561472,4.671333333,0.041708333,322,24.78596554,25.78016994,23.83499417,0.014778744,0.014920058,0.12696072,0,3.5,2.692582404,8,1,4,0.001388889,Fathers and Daughters,http://www.movie-list.com/trailers/fathersanddaughters,Drama,TBA 2015,http://imdb.com/title/tt2582502/,0.106463259,0.039756083,0.02296121,0.213297566,0.117647059,0.168067227,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Faults,3405,141.8333333,65.16125717,56.12372486,68.68849701,70.75200062,0.560261708,0.922446878,4.666666667,0.041666667,242,51.61170771,53.0801151,50.80053732,0.031655658,0.056039319,0.277881323,0,2.888888889,3.107140323,10,1,9,0.002643172,Faults,http://www.movie-list.com/trailers/faults,Drama/ Thriller,6-Mar-15,http://imdb.com/title/tt3021360/,0.129066709,0.051274588,0.004477602,0.338021051,0.107142857,0.092857143,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fear-Clinic,2338,97.472375,37.42762855,34.59034961,40.06810417,31.3034729,0.242443627,0.520378118,5.046708333,0.041708333,374,17.97104645,27.0667515,22.11640505,0.01754596,0.021681914,0.116163477,0,8.848484848,9.764255195,36,1,33,0.014114628,Fear Clinic,http://www.movie-list.com/trailers/fearclinic,Horror,30-Jan-15,http://imdb.com/title/tt2165765/,0.082317692,0.042668128,0,0.192780298,0.0625,0.052083333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fed-Up,3481,145.145,82.26140716,75.44341533,84.35043477,89.45320274,0.475559544,0.751865303,5.630625,0.041708333,296,41.6866983,41.62613152,42.59844493,0.05686804,0.077470498,0.398538411,0,17.4,13.66162509,39,1,5,0.001436369,Fed Up,http://www.movie-list.com/trailers/fedup,Documentary,9-May-14,http://imdb.com/title/tt2381335/,0.078028255,0.038890187,0,0.236652441,0.083333333,0.055555556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Felony,3225,128.96,45.86933071,48.74748853,45.99535128,37.71434374,0.348586957,0.653455833,4.24,0.04,368,23.7921885,23.87089978,19.77114099,0.014674831,0.013913967,0.087229935,0,2,2.449489743,11,1,15,0.004651163,Felony,http://www.movie-list.com/trailers/felony,Crime/ Thriller,17-Oct-14,http://imdb.com/title/tt2402603/,0.097711194,0.042306024,0,0.228755497,0.1015625,0.078125,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty-Shades-of-Black,3387,141.2244167,46.76125636,45.96328218,47.10280137,47.13585011,0.493085185,0.721005556,5.005,0.041708333,270,28.44032123,28.32143175,25.73026306,0.016129093,0.023512921,0.16896295,0,9.086956522,10.11203778,36,1,23,0.00679067,Fifty Shades of Black,http://www.movie-list.com/trailers/fiftyshadesofblack,Comedy,29-Jan-16,http://imdb.com/title/tt4667094/,0.123347742,0.054922074,0,0.274203307,0.092857143,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fifty-Shades-of-Grey,3625,144.96,36.85632939,38.08316182,36.48408595,35.58871819,0.344516129,0.832444924,7.8,0.04,372,27.75185715,25.40275822,22.03991724,0.014671556,0.013885081,0.094100545,0,6.78125,13.568655,72,1,32,0.008827586,Fifty Shades of Grey,http://www.movie-list.com/trailers/fiftyshadesofgrey,Drama/ Romance,13-Feb-15,http://imdb.com/title/tt2322441/,0.054560549,0.048173467,0,0.22569826,0.0625,0.041666667,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Filth,1790,74.54166667,50.30642427,44.21518248,51.64113888,59.44875185,0.763454861,0.908173541,5.833333333,0.041666667,96,28.79390581,25.38338,24.66698156,0.029300427,0.02729311,0.137433506,0,23,0,23,23,1,0.000558659,Filth,http://www.movie-list.com/trailers/filth,Comedy/ Crime/ Drama,TBA 2014,http://imdb.com/title/tt1450321/,0.128409239,0.052454651,0,0.208661749,0.109589041,0.082191781,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Finding-Vivian-Maier,4830,161.1276333,96.16579971,90.3546717,96.54005085,109.5594604,0.709597778,0.827553128,5.238566667,0.033366667,225,52.88211017,53.4094652,56.97021399,0.035799555,0.032393047,0.216595052,0,12,14.09153748,43,2,7,0.001449275,Finding Vivian Maier,http://www.movie-list.com/trailers/findingvivianmaier,Documentary,17-Nov-13,http://imdb.com/title/tt2714900/,0.092275154,0.030202467,0,0.159801977,0.1,0.15625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Focus,3627,151.2344167,58.58613856,53.34257518,61.63270502,56.69864027,0.282627788,0.634315223,7.424083333,0.041708333,523,48.60577949,47.65567674,44.75232188,0.016130211,0.018984714,0.118600186,0,8.708333333,16.33370535,83,1,24,0.006617039,Focus,http://www.movie-list.com/trailers/focus,Comedy/ Crime/ Romance,27-Feb-15,http://imdb.com/title/tt2381941/,0.074972788,0.029301076,0,0.156130823,0.08,0.1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Force-Majeure,3184,132.757625,96.22402391,97.09437679,96.27590416,93.75928899,1.376375,2.140804893,15.015,0.041708333,96,58.10216166,48.85293338,46.07489379,0.037192037,0.03843637,0.150348967,0,19.5,4.5,24,15,2,0.000628141,Force Majeure,http://www.movie-list.com/trailers/forcemajeure,Comedy/ Drama,24-Oct-14,http://imdb.com/title/tt3630276/,0.086371947,0.07537294,0,0.295471875,0.030534351,0.030534351,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
For-No-Good-Reason,2232,92.95833333,143.9030137,138.6868589,144.9024869,152.5592263,0.469127807,0.773563855,5.041666667,0.041666667,193,56.62800755,56.63812291,56.5120042,0.033584569,0.031795351,0.210891927,0,0,0,0,0,0,0,For No Good Reason,http://www.movie-list.com/trailers/fornogoodreason,Documentary,25-Apr-14,http://imdb.com/title/tt2112152/,0.04695877,0.020119858,0,0.111065169,0.097826087,0.130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Forsaken,3120,130.0882917,38.94355402,29.7658375,43.20293251,41.10898072,0.563445145,0.822454329,6.798458333,0.041708333,218,20.48466978,25.36221985,23.13640457,0.021648021,0.025311816,0.158384889,0,13.33333333,12.64471783,37,1,18,0.005769231,Forsaken,http://www.movie-list.com/trailers/forsaken,Drama/ Western,19-Feb-16,http://imdb.com/title/tt2271563/,0.08841839,0.042642305,0,0.175390736,0.131782946,0.108527132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Fort-Bliss,3422,142.6842083,47.24257358,39.60597658,49.54354196,55.45866711,0.454675713,0.620136029,4.5045,0.041708333,304,30.26188925,38.40255317,40.03338976,0.013338401,0.015856172,0.13508355,0,8.888888889,8.665954387,25,1,18,0.005260082,Fort Bliss,http://www.movie-list.com/trailers/fortbliss,Drama/ War,19-Sep-14,http://imdb.com/title/tt2093995/,0.102128899,0.058635999,0,0.291485631,0.070921986,0.092198582,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
For-Those-Who-Can-Tell-No-Tales,2839,118.25,30.89476035,30.3259088,30.63513118,33.75021235,0.516011645,0.880119422,4.5,0.041666667,229,22.8028496,21.35541929,34.15901756,0.015269845,0.018903992,0.103496094,0,1.578947368,1.183918093,6,1,19,0.006692497,For Those Who Can Tell No Tales,http://www.movie-list.com/trailers/forthosewhocantellnotales,Drama,TBA 2014,http://imdb.com/title/tt3074796/,0.14243799,0.050107325,0,0.247014361,0.094017094,0.068376068,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxcatcher,1579,65.81575,46.6363699,41.07052779,50.37404295,42.02478882,0.626863861,1.006088002,5.088416667,0.041708333,101,31.13316569,36.87698217,28.90534576,0.014101432,0.015449475,0.071265354,0,19.25,6.339361167,25,9,4,0.002533249,Foxcatcher,http://www.movie-list.com/trailers/foxcatcher,Drama,14-Nov-14,http://imdb.com/title/tt1100089/,0.096995559,0.049660583,0,0.182712519,0.125,0.046875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frank,3009,125.4586667,50.44215441,46.22840832,52.01661145,53.4274758,0.803291667,0.746567595,5.046708333,0.041708333,154,23.03142906,23.97442711,21.38976298,0.03222246,0.036850996,0.24375061,0,24,0,24,24,1,0.000332336,Frank,http://www.movie-list.com/trailers/frank,Comedy/ Drama/ Mystery,15-Aug-14,http://imdb.com/title/tt1605717/,0.071261903,0.03567564,0,0.155437137,0.080645161,0.056451613,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frankentsteins-Army,2637,109.9431667,45.19288784,41.33446539,47.88167935,41.50412589,0.311836866,0.563368715,5.005,0.041708333,342,32.72846831,38.81096254,34.98537031,0.007168816,0.012438749,0.104511492,0,6.333333333,10.85906036,42,1,33,0.012514221,Frankentstein's Army,http://www.movie-list.com/trailers/frankensteinsarmy,Action/ Horror ,26-Jul-13,http://imdb.com/title/tt1925435/,0.076833097,0.050424463,0,0.255789347,0.12962963,0.111111111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Freaks-of-Nature,2844,118.5767917,46.58895908,38.62487158,45.80435921,71.55110622,0.419449764,0.731308376,5.005,0.041708333,282,23.26791117,27.08242188,34.17360901,0.026289829,0.022940415,0.167347646,0,6.142857143,7.453255692,24,1,7,0.002461322,Freaks of Nature,http://www.movie-list.com/trailers/freaksofnature,Comedy/ Horror,30-Oct-15,http://imdb.com/title/tt1817771/,0.150017275,0.081775962,0,0.372648011,0.136752137,0.068376068,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free-Birds,3660,152.6107917,75.02532016,72.59032392,75.89588027,76.99290016,0.336147118,0.722057766,8.550208333,0.041708333,454,58.0383336,60.69534492,67.7431555,0.023926155,0.033193743,0.229468341,0,28,26,54,2,2,0.000546448,Free Birds,http://www.movie-list.com/trailers/freebirds,Animation/ Comedy,1-Nov-13,http://imdb.com/title/tt1621039/,0.064566702,0.032676575,0,0.165434694,0.132450331,0.105960265,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Free-State-of-Jones,3988,166.291125,60.5296708,55.55866381,63.20341522,59.84896007,0.367343001,0.632885908,7.632625,0.041708333,431,37.36469869,41.82441711,41.29432192,0.028608824,0.033539867,0.23908472,0,13.84210526,9.427078343,40,2,19,0.004764293,Free State of Jones,http://www.movie-list.com/trailers/freestateofjones,Biography/ Drama/ History,13-May-16,http://imdb.com/title/tt1124037/,0.096515811,0.044244913,0,0.224940395,0.072727273,0.060606061,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Free-the-Nipple,2679,111.6949167,55.51215973,57.8192767,55.38758706,50.15319577,0.52568239,0.677672436,6.131125,0.041708333,212,40.69901423,36.53297349,23.22261984,0.021754028,0.020688427,0.110753038,0,10.85714286,7.845445839,24,1,7,0.002612915,Free the Nipple,http://www.movie-list.com/trailers/freethenipple,Comedy,12-Dec-14,http://imdb.com/title/tt2298394/,0.077782392,0.02800161,0,0.171705408,0.118181818,0.109090909,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frontera,3615,150.7339167,49.28529533,38.92334192,53.49033714,54.84456608,0.311902027,0.537522397,5.046708333,0.041708333,481,25.82787335,36.95771921,36.2435427,0.019603291,0.022766328,0.122831689,0,5.423076923,9.216094104,40,1,26,0.007192254,Frontera,http://www.movie-list.com/trailers/frontera,Drama/ Western,5-Sep-14,http://imdb.com/title/tt2510028/,0.063155894,0.023129071,0,0.098708338,0.100671141,0.10738255,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Frozen-Fever,948,39.49779167,73.86245614,85.98979753,68.60861303,69.18289309,0.330963349,0.639710934,5.130125,0.041708333,108,45.37071272,41.83375,42.46266163,0.047623853,0.031903783,0.195478928,0,2.25,0.829156198,3,1,4,0.004219409,Frozen Fever,http://www.movie-list.com/trailers/frozenfever,Animation/ Short/ Adventure,13-Mar-15,http://imdb.com/title/tt4007502/,0.105170931,0.038302413,0.012939964,0.180809039,0.157894737,0.105263158,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
Furious-7,3904,162.787625,68.12514951,68.25609962,68.76980611,64.52215045,0.251347588,0.412321358,5.005,0.041708333,608,44.26685573,42.7880632,43.94407222,0.030409997,0.025754209,0.154153496,0,4.136363636,5.379214665,26,1,22,0.005635246,Furious 7,http://www.movie-list.com/trailers/furious7,Action/ Crime/ Thriller,3-Apr-15,http://imdb.com/title/tt2820852/,0.123336675,0.067854248,0,0.269815777,0.086956522,0.074534161,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fury,3600,150.1082917,53.01902988,56.01136572,52.7134037,46.79354995,0.274515257,0.395569255,3.128125,0.041708333,538,26.12492639,24.4583958,23.91106357,0.013581188,0.012673633,0.092762588,0,7.3,13.07707918,56,1,20,0.005555556,Fury,http://www.movie-list.com/trailers/fury,Action/ Drama/ War,17-Oct-14,http://imdb.com/title/tt2713180/,0.091377208,0.04542161,0,0.267356736,0.120805369,0.120805369,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gallowwalkers,3006,125.3335417,80.58451655,77.48466675,80.9473709,86.91441177,0.178283843,0.327302309,2.5025,0.041708333,703,47.6938273,47.81186658,42.0424941,0.014084871,0.010860018,0.0699273,0,6.633333333,6.935336249,31,1,30,0.00998004,Gallowwalkers,http://www.movie-list.com/trailers/gallowwalkers,Action/ Fantasy/ Horror,6-Aug-13,http://imdb.com/title/tt0829176/,0.08891393,0.029811178,0.003942461,0.159421625,0.161290323,0.153225806,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Generation-Um,1777,74,60.19855906,46.31085467,66.726687,63.04981871,0.285807292,0.508119148,5.041666667,0.041666667,256,35.77349596,45.6418617,32.7852801,0.027029411,0.026290213,0.17531684,0,7.571428571,9.225076738,24,1,7,0.003939223,Generation Um...,http://www.movie-list.com/trailers/generationum,Drama,3-May-13,http://www.imdb.com/title/tt1718158/,0.107431537,0.055313667,0,0.269279823,0.082191781,0.054794521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
