title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
1,3601,150.15,35.30716576,26.12769889,37.21241089,49.59571375,0.298771248,0.563840818,4.295958333,0.041708333,502,20.63286476,24.9579529,27.84895506,0.011611907,0.014256471,0.168828411,0,2.256410256,3.920478442,27,1,78,0.02166065,1,http://www.movie-list.com/trailers/plusone,Supernatural/ Thriller,20-Sep-13,http://imdb.com/title/tt2395385/,0.083190875,0.044425644,0,0.247530422,0.11409396,0.087248322,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
71,3603,150.2334167,32.25048665,25.57492225,34.5412549,37.98619087,0.521209346,1.099786826,13.138125,0.041708333,288,23.63390096,26.15574868,27.80004363,0.012280966,0.011695542,0.078297526,0,4.352941176,5.789861082,25,1,17,0.00471829,'71,http://www.movie-list.com/trailers/71,Action/ Drama/ Thriller,27-Feb-15,http://imdb.com/title/tt2614684/,0.114861033,0.059621493,0,0.288469502,0.11409396,0.080536913,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000-Times-Good-Night,2380,99.224125,61.2485066,58.23833615,61.4048989,68.38940586,0.367001126,0.75670955,5.25525,0.041708333,259,32.9201778,31.7492815,33.83054931,0.015325454,0.012309623,0.064981447,0,1.444444444,0.831479419,3,1,9,0.003781513,1/000 Times Good Night,http://www.movie-list.com/trailers/1000timesgoodnight,Drama,24-Oct-14,http://imdb.com/title/tt2353767/,0.082050328,0.055821671,0,0.27338895,0.051020408,0.040816327,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10-Cloverfield-Lane,2472,103.0612917,35.64142337,29.07226082,39.41996479,33.44039722,0.717028369,1.368675247,14.014,0.041708333,141,18.79359442,22.03334702,18.51016212,0.023357487,0.027236353,0.108040704,0,30,22,70,6,6,0.002427184,10 Cloverfield Lane,http://www.movie-list.com/trailers/10cloverfieldlane,,11-Mar-16,http://imdb.com/title/tt1179933/,0.251265959,0.1395795,0,0.468782539,0.009803922,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12-Years-a-Slave,3559,148.39825,58.52456478,50.99472894,61.946941,60.69636784,0.859045322,0.916269489,4.671333333,0.041708333,171,34.91084907,41.17582039,38.49534464,0.036071674,0.041616997,0.191908892,0,11.23809524,11.06648635,41,1,21,0.005900534,12 Years a Slave,http://www.movie-list.com/trailers/12yearsaslave,Drama/ History,18-Oct-13,http://imdb.com/title/tt2024544/,0.119161689,0.073056643,0,0.351752638,0.068027211,0.081632653,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Hours-The-Secret-Soldiers-of-Benghazi,3708,154.6127917,47.99398187,42.87199517,50.5702126,48.20024307,0.396015278,0.747873297,7.424083333,0.041708333,390,25.23672349,29.19337224,29.98989268,0.020632292,0.024468344,0.295147731,0,6.846153846,6.926494883,24,1,13,0.003505933,13 Hours: The Secret Soldiers of Benghazi,http://www.movie-list.com/trailers/13hours,Action/ Drama/ Thriller,15-Jan-16,http://imdb.com/title/tt4172430/,0.112990798,0.040461294,0,0.224993005,0.104575163,0.078431373,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Minutes,2438,101.5416667,42.45791684,41.08862467,43.2298342,42.11065131,0.398478836,0.551922547,3.125,0.041666667,252,25.67274681,26.68078017,25.23659526,0.027121702,0.037011541,0.201716523,0,4.666666667,6.472162613,25,1,12,0.004922067,13 Minutes,http://www.movie-list.com/trailers/13minutes,Biography/ Drama/ History,TBA 2015,http://imdb.com/title/tt1708135/,0.106437999,0.041805856,0.023319028,0.24603924,0.13,0.12,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13-Sins,3505,146.146,36.81803791,33.02132087,36.49040813,48.49206601,0.343795833,0.609533229,5.005,0.041708333,420,25.75855828,26.67644882,32.63409603,0.021488437,0.023301169,0.216462829,0.00194186,0,0,0,0,0,0,13 Sins,http://www.movie-list.com/trailers/13sins,Horror/ Thriller,18-Apr-14,http://imdb.com/title/tt2059171/,0.079887365,0.054935113,0,0.277994786,0.089655172,0.075862069,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22-Jump-Street,3453,143.9771667,66.68942256,66.33125606,65.23407491,75.18077322,0.521354167,0.801169128,6.214541667,0.041708333,274,26.6773877,25.6259347,26.4046756,0.03297145,0.02536473,0.160202547,0,6.5,12.72792206,40,1,8,0.002316826,22 Jump Street,http://www.movie-list.com/trailers/22jumpstreet,Action/ Comedy,13-Jun-14,http://imdb.com/title/tt2294449/,0.119502144,0.072524532,0,0.300949258,0.111888112,0.097902098,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-Guns,4451,185.6020833,90.23536126,78.16397242,95.31132899,95.82806827,0.360850113,0.602332035,5.005,0.041708333,514,28.98274052,33.16493865,38.5619736,0.03468128,0.028413836,0.143492975,0,15.57142857,12.45399698,43,1,14,0.003145361,2 Guns,http://www.movie-list.com/trailers/2guns,Action/ Crime/ Drama,2-Aug-13,http://imdb.com/title/tt1272878/,0.106285806,0.064287676,0,0.303734925,0.108695652,0.076086957,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3-Days-to-Kill,3480,145.1032917,61.96862685,53.47345799,64.57114102,70.89605684,0.240362549,0.380985999,2.919583333,0.041708333,599,22.47064012,24.55335058,23.8813361,0.026994978,0.027842214,0.156517982,0,5.5,5.16973795,24,1,42,0.012068966,3 Days to Kill,http://www.movie-list.com/trailers/3daystokill,Action/ Drama/ Thriller,21-Feb-14,http://imdb.com/title/tt2172934/,0.166068315,0.088031215,0.030488376,0.509200111,0.118055556,0.083333333,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47-Ronin,3601,150.15,49.68821562,42.91411378,53.71764747,46.74498197,0.414832031,0.653776592,5.5055,0.041708333,352,34.26947045,40.29919715,41.57227115,0.020298401,0.027525477,0.178926356,0,6.818181818,10.14278231,36,1,11,0.003054707,47 Ronin,http://www.movie-list.com/trailers/47ronin,Action/ Drama,25-Dec-13,http://imdb.com/title/tt1335975/,0.144097515,0.069011126,0,0.285796836,0.120805369,0.060402685,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-Flights-Up-aka-Ruth-Alex,3361,140.14,75.3480583,62.13191432,79.68226558,87.74858966,1.103925403,1.203570331,7.298958333,0.041708333,124,26.22569098,28.69891996,31.15888944,0.029221961,0.02500418,0.136184518,0,10.2,8.611620057,24,1,5,0.001487652,5 Flights Up (aka: Ruth & Alex),http://www.movie-list.com/trailers/5flightsup,Drama,8-May-15,http://imdb.com/title/tt2933544/,0.158918292,0.048898464,0,0.260274103,0.143884892,0.122302158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5-to-7,3518,146.6882083,46.06390597,41.42488308,48.15620589,47.49399611,1.855228903,2.231139102,12.22054167,0.041708333,79,16.43840477,20.96259955,19.29120341,0.024583229,0.021908282,0.085672866,0,10.66666667,7.272474743,24,2,6,0.001705514,5 to 7,http://www.movie-list.com/trailers/5to7,Comedy/ Romance,3-Apr-15,http://imdb.com/title/tt2486678/,0.075134967,0.030378404,0,0.152662876,0.124137931,0.103448276,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Souls,3481,145.145,32.88530245,24.80649714,37.76045498,28.99345074,0.432521642,0.917900481,9.634625,0.041708333,335,22.14942839,34.290292,25.55219692,0.014106379,0.027186536,0.252585018,0,0,0,0,0,0,0,6 Souls,http://www.movie-list.com/trailers/6souls,Horror/ Mystery/ Thriller,5-Apr-13,http://www.imdb.com/title/tt1179069/,0.09570308,0.063275517,0,0.308194926,0.111111111,0.118055556,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6-Years,2392,99.724625,41.40291819,43.98890388,39.80894117,42.86654697,0.898873053,1.007205081,5.839166667,0.041708333,107,25.43690206,27.16368507,25.33445136,0.011228227,0.013896972,0.066998178,0,9,5.715476066,14,1,3,0.001254181,6 Years,http://www.movie-list.com/trailers/6years,Drama/ Romance,18-Aug-15,http://imdb.com/title/tt3799372/,0.10463681,0.048413219,0,0.236344603,0.071428571,0.112244898,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7-Minutes,2942,122.6642083,53.87806322,51.38360488,54.50858549,57.21898281,0.358616062,0.443451945,2.085416667,0.041708333,331,32.37659384,31.58380018,30.99438757,0.014634324,0.015798478,0.095271379,0,2.098039216,2.098130839,14,1,51,0.017335146,7 Minutes,http://www.movie-list.com/trailers/7minutes,Crime/ Drama/ Thriller,26-Jun-15,http://imdb.com/title/tt2828954/,0.094618182,0.038293198,0,0.191890855,0.173553719,0.148760331,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Birders-Guide-to-Everything,3095,129.0455833,81.74670002,72.81638748,85.05412442,88.20272605,0.389998349,0.607879044,3.378375,0.041708333,328,41.11622085,40.99731953,40.73071021,0.033347572,0.029238199,0.142664183,0,4.578947368,7.96912324,28,1,19,0.006138934,A Birder's Guide to Everything,http://www.movie-list.com/trailers/birdersguidetoeverything,Comedy,21-Mar-14,http://imdb.com/title/tt1582465/,0.083309953,0.044360656,0,0.290252645,0.1171875,0.078125,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About-Alex,3329,138.8053333,57.61275228,47.79487483,61.30936393,64.37076808,0.998260036,0.668933615,5.046708333,0.041708333,137,45.65805112,48.89097006,48.65483389,0.015908632,0.018603001,0.106005859,0,24.33333333,19.18911729,48,1,3,0.000901172,About Alex,http://www.movie-list.com/trailers/aboutalex,Comedy/ Drama,8-Aug-14,http://imdb.com/title/tt2667918/,0.089348484,0.050632426,0,0.295352207,0.058394161,0.03649635,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About-Last-Night,4598,191.7332083,47.11075232,48.00355127,45.45674671,53.32789939,1.369225,1.063065188,5.338666667,0.041708333,140,43.29645811,42.10428309,40.24647798,0.011792728,0.007108156,0.039819878,0,1,0,1,1,1,0.000217486,About Last Night,http://www.movie-list.com/trailers/aboutlastnight,Comedy/ Drama/ Romance,14-Feb-14,http://imdb.com/title/tt1826590/,0.135612954,0.056916496,0,0.317331238,0.115789474,0.115789474,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
About-Time,3744,156.1142917,79.22341864,70.30309961,82.18032369,87.45589614,0.370619656,0.679143587,6.339666667,0.041708333,421,40.61234258,42.62034081,43.67469054,0.026505117,0.024090895,0.157028319,0,5.466666667,8.277412371,36,1,15,0.00400641,About Time,http://www.movie-list.com/trailers/abouttime,,1-Nov-13,http://imdb.com/title/tt2194499/,0.101225011,0.055175472,0,0.230892673,0.096774194,0.077419355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Brilliant-Young-Mind,2981,124.1666667,80.61834795,82.120132,82.04085867,69.42681105,0.635859929,0.683831475,3.875,0.041666667,188,59.5117213,39.46348167,25.75700178,0.02605575,0.030291648,0.157378791,0,13.2,33.01454225,112,1,10,0.003354579,A Brilliant Young Mind,http://www.movie-list.com/trailers/brilliantyoungmind,Comedy/ Drama,11-Sep-15,http://imdb.com/title/tt3149038/,0.084133903,0.048206234,0,0.250379474,0.081300813,0.056910569,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Case-of-You,3241,135.135,66.98881524,59.42687476,69.26003812,75.17964912,0.921011416,0.642008248,3.545208333,0.041708333,146,33.92559356,31.4213477,26.6914665,0.030644794,0.027948116,0.161417843,0.001892217,19.5,2.5,22,17,2,0.000617093,A Case of You,http://www.movie-list.com/trailers/caseofyou,Comedy/ Romance,6-Nov-13,http://imdb.com/title/tt1817081/,0.095441019,0.030365925,0.006784986,0.182308898,0.126865672,0.134328358,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Accidental-Love,3122,130.1717083,71.78839221,68.99908891,72.75748429,74.17474789,0.515621348,0.675611237,5.005,0.041708333,251,33.07738754,32.13740803,33.65581957,0.02283252,0.026164269,0.24015625,0,15.2,13.16662447,36,1,5,0.001601537,Accidental Love,http://www.movie-list.com/trailers/accidentallove,Comedy/ Romance,TBA 2015,http://imdb.com/title/tt1137470/,0.089361456,0.032988972,0,0.1700418,0.054263566,0.054263566,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACOD,4377,145.8666667,70.45889981,61.60900349,72.40164981,83.72105468,1.103282828,0.829586119,4.466666667,0.033333333,132,47.38960446,47.49941295,45.745517,0.029234523,0.020842244,0.164798177,0.001392144,0,0,0,0,0,0,A.C.O.D.,http://www.movie-list.com/trailers/acod,Comedy,4-Oct-13,http://imdb.com/title/tt1311060/,0.058434288,0.015130048,0,0.101468283,0.118055556,0.090277778,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Addicted,3603,150.2334167,46.62407248,45.05794621,46.1986299,52.9619001,0.381848813,0.659941473,6.172833333,0.041708333,393,30.10752951,36.5358086,37.77760861,0.01526829,0.01866544,0.126472439,0,3,0,3,3,1,0.000277546,Addicted,http://www.movie-list.com/trailers/addicted,Drama/ Thriller,10-Oct-14,http://imdb.com/title/tt2205401/,0.106530574,0.049413234,0,0.234211297,0.073825503,0.060402685,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adore,3006,120.2,72.60079189,64.67355078,77.10044074,70.27990215,0.350615836,0.772674774,7.96,0.04,341,37.99324789,44.05358604,40.01473755,0.015978691,0.02123907,0.112363016,0,2.923076923,2.268904801,10,1,13,0.004324684,Adore,http://www.movie-list.com/trailers/adore,Drama,6-Sep-13,http://imdb.com/title/tt2103267/,0.079315764,0.031775089,0,0.161145679,0.050420168,0.058823529,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult-Beginners,3216,134.0922917,92.43124843,89.14245154,93.42233938,96.03207408,0.826913043,1.028824328,8.591916667,0.041708333,161,54.83410567,51.32800678,40.66666377,0.027975975,0.02491088,0.197309028,0,8.75,9.010410645,24,1,8,0.002487562,Adult Beginners,http://www.movie-list.com/trailers/adultbeginners,Comedy,24-Apr-15,http://imdb.com/title/tt3318750/,0.079436719,0.027096491,0,0.153945009,0.112781955,0.097744361,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Adult-World,3121,130.13,51.27974441,51.12518563,51.92268747,48.41937616,1.171625,0.762653009,5.005,0.041708333,110,32.78883359,29.3806404,24.21579835,0.013064085,0.020332144,0.151353082,0,23,8.455767263,36,13,4,0.00128164,Adult World,http://www.movie-list.com/trailers/adultworld,Comedy,14-Feb-14,http://imdb.com/title/tt1067765/,0.021547722,0.010507139,0,0.053203271,0.131782946,0.162790698,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afflicted,3584,149.4409583,42.93819653,37.29516172,45.35234491,45.34075638,0.251524618,0.574276056,5.213541667,0.041708333,589,37.87024941,41.21068713,39.66472866,0.008047376,0.021162857,0.235206163,0,6.4,9.60879227,39,1,45,0.012555804,Afflicted,http://www.movie-list.com/trailers/afflicted,Horror/ Thriller,4-Apr-14,http://imdb.com/title/tt2309961/,0.095349829,0.050339658,0,0.229038293,0.067567568,0.067567568,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Field-in-England,3071,127.9166667,48.04558052,47.0435967,47.97242523,51.09154261,1.271719858,1.376620697,7,0.041666667,94,30.12355963,29.78974487,38.52784675,0.018555976,0.027074036,0.149352214,0,19.6,26.12738027,71,1,5,0.001628134,A Field in England,http://www.movie-list.com/trailers/fieldinengland,Drama/ History/ Thriller,7-Feb-14,http://imdb.com/title/tt2375574/,0.188338106,0.094495686,0,0.334513205,0.015873016,0.015873016,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afternoon-Delight,3204,133.5917917,96.3931525,83.72283182,100.8706053,106.6434452,0.749109785,0.742205613,4.5045,0.041708333,178,57.45879447,52.92505097,49.50735809,0.023204723,0.0277807,0.135402561,0,9.5,9.124143795,25,2,4,0.001248439,Afternoon Delight,http://www.movie-list.com/trailers/afternoondelight,Comedy/ Drama,30-Aug-13,http://imdb.com/title/tt2312890/,0.097512055,0.03834686,0,0.198354947,0.098484848,0.068181818,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aftershock,2425,101.101,53.76494522,49.43524963,57.33646361,46.77407869,0.263490741,0.587781149,5.088416667,0.041708333,378,45.56476764,50.70270443,46.57898587,0.024463104,0.02774168,0.16406033,0.001431207,0,0,0,0,0,0,Aftershock,http://www.movie-list.com/trailers/aftershock,Horror/ Thriller,10-May-13,http://www.imdb.com/title/tt1780762/,0.12130577,0.077603366,0,0.295010646,0.08,0.09,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Haunted-House-2,2163,72.06666667,68.67899799,58.54758054,75.12849404,62.09386107,0.359966499,0.744201331,5,0.033333333,199,34.27004849,44.71982045,44.28500369,0.024673518,0.025823457,0.201268446,0,21.33333333,17.55625878,45,3,3,0.001386963,A Haunted House 2,http://www.movie-list.com/trailers/hauntedhouse2,Comedy/ Horror/ Thriller,18-Apr-14,http://imdb.com/title/tt2828996/,0.096206944,0.056368438,0,0.237308942,0.098591549,0.070422535,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air,2209,92.092,18.98768984,20.91123219,18.49634954,16.49092415,1.558375,2.786023163,10.76075,0.041708333,55,24.18962904,22.16914514,20.33647969,0.007363799,0.007976321,0.043229664,0.001851741,0,0,0,0,0,0,Air,http://www.movie-list.com/trailers/air,,TBA 2014,http://imdb.com/title/tt2091478/,0.096146307,0.043363794,0,0.186864049,0.054945055,0.021978022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alan-Partridge,3014,125.6672083,46.5208646,36.95964229,50.53506957,50.96089198,0.843246032,1.018410504,6.047708333,0.041708333,147,15.00818774,19.60201223,19.16634234,0.023298345,0.017440022,0.126389955,0.001490824,19.5,4.5,24,15,2,0.00066357,Alan Partridge,http://www.movie-list.com/trailers/alanpartridge,Comedy,4-Apr-14,http://imdb.com/title/tt0469021/,0.077685959,0.035687867,0,0.200286856,0.120967742,0.080645161,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-LEGO-Brickumentary,3270,136.3445417,98.51066562,90.20642386,101.0812614,107.1339045,0.344227089,0.58825854,8.675333333,0.041708333,391,51.60579601,50.39974639,51.81745075,0.040230264,0.034420088,0.170360243,0,27.375,54.87699313,168,1,8,0.002446483,A LEGO Brickumentary,http://www.movie-list.com/trailers/lego,Documentary,31-Jul-15,http://imdb.com/title/tt3214286/,0.18973001,0.074374537,0,0.503591172,0.125925926,0.096296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Alexander-and-the-Terrible-Horrible-No-Good-Very-Bad-Day,3555,148.2314167,73.68634975,61.13588722,77.5245547,86.89403027,0.541737939,0.605853751,4.045708333,0.041708333,266,26.48034477,31.39378331,35.51240125,0.038578862,0.041403224,0.247992302,0,13.5,20.52924743,62,1,10,0.00281294,Alexander and the Terrible/ Horrible/ No Good/ Very Bad Day,http://www.movie-list.com/trailers/alexanderandtheterrible,Family/ Comedy,10-Oct-14,http://imdb.com/title/tt1698641/,0.149945803,0.066018953,0,0.321005769,0.12244898,0.136054422,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Alex-of-Venice,3196,133.258125,51.03650174,43.12793742,52.54412978,64.05400931,0.602034314,0.831190339,4.796458333,0.041708333,221,26.09720346,35.85108154,38.30716696,0.024796813,0.025443948,0.148683077,0,2.5,1.5,4,1,2,0.000625782,Alex of Venice,http://www.movie-list.com/trailers/alexofvenice,Drama,17-Apr-15,http://imdb.com/title/tt2977090/,0.071641321,0.022474697,0.009217207,0.145698821,0.121212121,0.159090909,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alien-Abduction,2802,116.8250417,63.11947298,60.7619635,64.52249632,62.13172588,0.236433042,0.67326517,11.09441667,0.041708333,486,49.63437324,51.87132119,49.25566314,0.032847315,0.071537705,0.426891276,0,8.789473684,10.35465289,46,1,38,0.013561742,Alien Abduction,http://www.movie-list.com/trailers/alienabduction,,4-Apr-14,http://imdb.com/title/tt2510434/,0.10851629,0.058055658,0,0.268939162,0.104347826,0.095652174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Little-Chaos,3598,150.024875,71.37172502,63.79635278,74.06704643,77.41788525,0.5746125,0.635909068,5.005,0.041708333,260,41.99594735,45.59865402,47.75185809,0.040037194,0.039009772,0.180243279,0,5.125,5.15842757,14,1,8,0.002223457,A Little Chaos,http://www.movie-list.com/trailers/alittlechaos,Comedy/ Drama/ Romance,26-Jun-15,http://imdb.com/title/tt2639254/,0.114416178,0.070375475,0,0.360534795,0.060402685,0.067114094,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All-About-the-Feathers,2906,121.1627083,47.61534046,44.72889869,47.92265858,53.64273731,3.023319444,3.718289316,16.05770833,0.041708333,39,27.4351876,27.41483193,37.5850864,0.030782973,0.028012328,0.12016059,0,20,11.78982612,33,1,4,0.001376462,All About the Feathers,http://www.movie-list.com/trailers/allaboutthefeathers,Comedy,7-Mar-14,http://imdb.com/title/tt3142224/,0.085446588,0.048701295,0,0.204389623,0.1,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All-Cheerleaders-Die,2223,92.67591667,71.5773732,63.23104464,74.79402892,76.96069287,0.489452928,0.619227232,3.169833333,0.041708333,185,52.96986002,54.95553585,53.33053723,0.041440278,0.058147461,0.233365407,0,25.4,14.31921786,52,9,5,0.002249213,All Cheerleaders Die,http://www.movie-list.com/trailers/allcheerleadersdie,Comedy/ Horror/ Thriller,13-Jun-14,http://imdb.com/title/tt2527186/,0.094088777,0.037043959,0,0.199548346,0.164835165,0.131868132,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All-the-Boys-Love-Mandy-Lane,2884,120.245125,47.3848224,42.32831387,48.97894188,52.47588155,0.32916078,0.618590883,5.130125,0.041708333,361,32.64809822,34.97060558,36.52240542,0.030574487,0.041751156,0.20805413,0,5.697674419,6.763564781,39,1,43,0.014909847,All the Boys Love Mandy Lane,http://www.movie-list.com/trailers/alltheboyslovemandylane,Horror/ Mystery/ Thriller,11-Oct-13,http://imdb.com/title/tt0490076/,0.101538842,0.066644022,0,0.285047393,0.084033613,0.067226891,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All-the-Wilderness,2824,117.742625,60.06227931,58.48018703,60.66415616,61.16396261,0.312200778,0.462290266,2.711041667,0.041708333,375,33.45836486,36.97107817,36.16748741,0.029869701,0.042419817,0.267826574,0,12.75,8.166241486,24,2,4,0.001416431,All the Wilderness,http://www.movie-list.com/trailers/allthewilderness,Drama,20-Feb-15,http://imdb.com/title/tt2357770/,0.125092664,0.065073881,0.033370134,0.374916735,0.077586207,0.077586207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Almost-Human,2412,100.5587917,27.67435806,22.40762481,29.68694619,31.14457537,0.368369303,0.822797709,9.551208333,0.041708333,256,18.89811319,19.96299653,36.66442609,0.007980073,0.008803105,0.127911241,0,5.608695652,10.00103964,48,1,46,0.01907131,Almost Human,http://www.movie-list.com/trailers/almosthuman,,TBA 2014,http://imdb.com/title/tt2325517/,0.189995409,0.099064078,0,0.385692998,0.121212121,0.101010101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aloha,3671,153.0695833,57.47185415,52.13241389,59.10312627,63.1222852,0.400355392,0.616185545,4.004,0.041708333,374,29.76421986,32.28439799,36.6488794,0.018167695,0.022445239,0.164891493,0,9.428571429,14.85988986,48,1,14,0.003813675,Aloha,http://www.movie-list.com/trailers/aloha,Comedy/ Drama/ Romance,29-May-15,http://imdb.com/title/tt1243974/,0.073943929,0.035941752,0,0.1532586,0.052631579,0.059210526,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Long-Way-Down,3213,133.8333333,113.2700124,113.3291926,112.4496669,117.4382654,0.548326503,0.558091957,3.083333333,0.041666667,244,52.53658918,51.01706489,50.97160024,0.034563827,0.02599122,0.163424826,0,3,2,5,1,2,0.000622471,A Long Way Down,http://www.movie-list.com/trailers/longwaydown,Comedy/ Drama,11-Jul-14,http://imdb.com/title/tt0458413/,0.080856052,0.02878269,0,0.14552312,0.075757576,0.083333333,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Altered,3158,131.6732083,45.20437968,43.59739985,44.99112948,50.5554724,0.216054784,0.478028827,4.546208333,0.041708333,594,33.36215234,33.58783099,37.92871169,0.015689375,0.027786482,0.334835995,0,5.766666667,13.37829918,73,1,30,0.009499683,Altered,http://www.movie-list.com/trailers/altered,Horror/ Thriller,TBA 2015,http://imdb.com/title/tt2147189/,0.145326308,0.101495228,0,0.379418634,0.076923077,0.030769231,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
