movie_title,webpage_url,genre,release_date,imdb_url,flv_files,mov1_files,mov2_files,mp4_files
Hot Pursuit,http://www.movie-list.com/trailers/hotpursuit,"Action, Comedy","May 8, 2015",http://imdb.com/title/tt2967224/,,,,['http://cdn.movie-list.com/hd/hotpursuit720.mp4']
Hot Rod,http://www.movie-list.com/trailers/hotrod,"Action, Comedy","August 3, 2007",http://www.imdb.com/title/tt0787475/,,"['http://www.hotrodmovie.com/public/video_files/hotrod_trailer1_lrg.mov', 'http://www.hotrodmovie.com/public/video_files/hotrod_trailer1_med.mov', 'http://www.hotrodmovie.com/public/video_files/hotrod_trailer2_lrg.mov', 'http://www.hotrodmovie.com/public/video_files/hotrod_trailer2_med.mov', 'http://www.hotrodmovie.com/public/video_files/hotrod_trailer2_sml.mov', 'http://moviesmovies.ign.com/movies/video/article/794/794719/hotrodtrailer2_240_239p_qthighwide.mov', 'http://moviesmovies.ign.com/movies/video/article/794/794719/hotrodtrailer2_240_239p_qtlowwide.mov', 'http://moviesmovies.ign.com/movies/video/article/794/794719/hotrodtrailer2_240_239p_qthd.mov']",,
Hot Tub Time Machine,http://www.movie-list.com/trailers/hottubtimemachine,Comedy,"March 26, 2010",http://imdb.com/title/tt1231587/,"['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1019.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/997.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/963.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/998.flv']","['http://mgmstudios.vo.llnwd.net/o23/mgm/HOTTUBTI-guysweekend-red-1080P.mov', 'http://mgmstudios.vo.llnwd.net/o23/mgm/HOTTUBTI-guysweekend-red-720P.mov', 'http://mgmstudios.vo.llnwd.net/o23/mgm/HOTTUBTI-guysweekend-red-480P.mov', 'http://mgmstudios.vo.llnwd.net/o23/mgm/HOTTUBTI-Trailer001-1080p.mov', 'http://mgmstudios.vo.llnwd.net/o23/mgm/HOTTUBTI-Trailer001-720p.mov', 'http://mgmstudios.vo.llnwd.net/o23/mgm/HOTTUBTI-Trailer001-480p.mov', 'http://moviesmovies.ign.com/movies/video/article/100/1007295/sdcc09_hottubtimemachine_trl_trailer_72409_qthighwide.mov']",,
Hot Tub Time Machine 2,http://www.movie-list.com/trailers/hottubtimemachine2,Comedy,"February 20, 2015",http://imdb.com/title/tt2637294/,,,,"['http://cdn.movie-list.com/hd/hottubtimemachine2c720.mp4', 'http://cdn.movie-list.com/hd/hottubtimemachine2b720.mp4', 'http://cdn.movie-list.com/hd/hottubtimemachine2720.mp4']"
Hotel Atlântico,http://www.movie-list.com/trailers/hotelatlantico,Drama,"September 11, 2009",http://www.imdb.com/title/tt1252605/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/805.flv'],,,
Hotel for Dogs,http://www.movie-list.com/trailers/hotelfordogs,Comedy ,"January 16, 2009",http://www.imdb.com/title/tt0785006/,,"['http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/hotelfordogs_031119/hotelfordogs_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/hotelfordogs_031119/hotelfordogs_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/hotelfordogs_031119/hotelfordogs_trlr_01_480p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/hotelfordogs_031119/hotelfordogs_trlr_02_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/hotelfordogs_031119/hotelfordogs_trlr_02_720p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/hotelfordogs_031119/hotelfordogs_trlr_02_480p_dl.mov']",,
Hotel Rwanda,http://www.movie-list.com/trailers/hotelrwanda,,"December 22, 2004",,,"['http://a1834.g.akamai.net/7/1834/6694/v0001/mgm2.download.akamai.com/6694/Theatrical/HOTELRWA_t_hi.mov', 'http://a1834.g.akamai.net/7/1834/6694/v0001/mgm2.download.akamai.com/6694/Theatrical/HOTELRWA_t_lo.mov', 'http://a1834.g.akamai.net/7/1834/6694/v0001/mgm2.download.akamai.com/6694/Theatrical/HOTELRWA_ftte_hi.mov', 'http://a1834.g.akamai.net/7/1834/6694/v0001/mgm2.download.akamai.com/6694/Theatrical/HOTELRWA_ftte_lo.mov']",,
Hotel Transylvania,http://www.movie-list.com/trailers/hoteltransylvania,"Animation, Comedy, Family","September 28, 2012",http://www.imdb.com/title/tt0837562/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1982.flv'],"['http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201204/27/43704/hoteltransylvania_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201204/27/43704/hoteltransylvania_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201204/27/43704/hoteltransylvania_trlr_01_480p_dl.mov']",,
Hotel Transylvania 2,http://www.movie-list.com/trailers/hoteltransylvania2,"Animation, Comedy, Family","September 25, 2015",http://imdb.com/title/tt2510894/,,,,['http://cdn.movie-list.com/hd/hoteltransylvania2720.mp4']
The Hottest State,http://www.movie-list.com/trailers/hotteststate,Drama ,"August 24, 2007",http://www.imdb.com/title/tt0496319/,,['http://images.hollywood.com/quicktime/hotteststate_thi_t_low.mov'],,
Hours,http://www.movie-list.com/trailers/hours,Thriller,"December 13, 2013",http://imdb.com/title/tt2094018/,,,,['http://cdn.movie-list.com/hd/hours720.mp4']
House,http://www.movie-list.com/trailers/house,"Drama, Horror, Thriller","November 7, 2008",http://www.imdb.com/title/tt0837796/,,['http://moviesmovies.ign.com/movies/video/article/913/913776/house_trlr1_092408_qthighwide.mov'],,
House at the End of the Street,http://www.movie-list.com/trailers/houseattheendofthestreet,"Horror, Thriller","September 21, 2012",http://www.imdb.com/title/tt1582507/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1990.flv'],"['http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201206/05/44836/houseattheendofthestreet_trlr_02_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201206/05/44836/houseattheendofthestreet_trlr_02_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201206/05/44836/houseattheendofthestreet_trlr_02_480p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201206/05/44836/houseattheendofthestreet_trlr_02_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201206/05/44836/houseattheendofthestreet_trlr_02_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201206/05/44836/houseattheendofthestreet_trlr_02_480p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201204/04/42903/houseattheendofthestreet_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201204/04/42903/houseattheendofthestreet_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201204/04/42903/houseattheendofthestreet_trlr_01_480p_dl.mov']",,
The House Bunny,http://www.movie-list.com/trailers/housebunny,Comedy,"August 22, 2008",http://www.imdb.com/title/tt0852713/,,"['http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/housebunnythe_030939/housebunnythe_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/housebunnythe_030939/housebunnythe_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/housebunnythe_030939/housebunnythe_trlr_01_480p_dl.mov', 'http://largeassets.myspacecdn.com/creative/hd/housebunny/housebunny_1080p.mov', 'http://largeassets.myspacecdn.com/creative/hd/housebunny/housebunny_720p.mov', 'http://largeassets.myspacecdn.com/creative/hd/housebunny/housebunny_480p.mov', 'http://www.adamsandler.com/assets/house/hb_trail_a_640x360.mov', 'http://www.adamsandler.com/assets/house/hb_trail_a_480x270.mov', 'http://www.adamsandler.com/assets/house/hb_trail_a_320x180.mov', 'http://www.sonypictures.se/films/house_bunny/trailer/qt/480.mov', 'http://www.sonypictures.se/films/house_bunny/trailer/qt/320.mov']",,
House Of Flying Daggers,http://www.movie-list.com/trailers/houseofflyingdaggers,,"December 3, 2004",,,"['http://www.sonypictures.com/classics/syndication/trailers/houseofflyingdaggers/HouseOfDaggers_Action_300.mov', 'http://www.sonypictures.com/classics/syndication/trailers/houseofflyingdaggers/HouseOfDaggers_Action_56.mov', 'http://www.sonypictures.com/classics/syndication/trailers/houseofflyingdaggers/HouseOfDaggers_Romance_300.mov', 'http://www.sonypictures.com/classics/syndication/trailers/houseofflyingdaggers/HouseOfDaggers_Romance_56.mov', 'http://www.greenroom-press.com/clients/Pathe/theatrical/House%20of%20Flying%20Daggers/movies/trlr_hi.mov', 'http://www.greenroom-press.com/clients/Pathe/theatrical/House%20of%20Flying%20Daggers/movies/trlr_lo.mov', 'http://www.greenroom-press.com/clients/Pathe/theatrical/House%20of%20Flying%20Daggers/movies/trlr2_hi.mov', 'http://www.greenroom-press.com/clients/Pathe/theatrical/House%20of%20Flying%20Daggers/movies/trlr2_med.mov', 'http://www.greenroom-press.com/clients/Pathe/theatrical/House%20of%20Flying%20Daggers/movies/trlr2_lo.mov']",,
House of Numbers,http://www.movie-list.com/trailers/houseofnumbers,Documentary ,"January 20, 2010",http://www.imdb.com/title/tt1311710/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/989.flv'],,,
House Of Sand And Fog,http://www.movie-list.com/trailers/houseofsandandfog,,"December 19, 2003",,,"['http://www.dreamworks.com/trailers/hosaf/hosaf_trlr_qt_480.mov', 'http://www.dreamworks.com/trailers/hosaf/hosaf_trlr_qt_352.mov', 'http://www.dreamworks.com/trailers/hosaf/hosaf_trlr_qt_240.mov', 'http://www.dreamworks.com/trailers/hosaf/director/hosaf_VPerelman_qt_480.mov', 'http://www.dreamworks.com/trailers/hosaf/director/hosaf_VPerelman_qt_352.mov', 'http://www.dreamworks.com/trailers/hosaf/director/hosaf_VPerelman_qt_240.mov']",,
House Of Sand<BR>(Casa de Areia),http://www.movie-list.com/trailers/houseofsand,Drama,"August 11, 2006",,,"['http://www.sonypictures.com/classics/syndication/trailers/houseofsand/HouseOfSand_Trailer_300.mov', 'http://www.sonypictures.com/classics/syndication/trailers/houseofsand/HouseOfSand_Trailer_056.mov']",,
House Of The Dead,http://www.movie-list.com/trailers/houseofthedead,,"October 10, 2003",,,"['http://www.house-of-the-dead.com/trailer/hod.mov', 'http://www.house-of-the-dead.com/trailer/house.mov', 'http://www.house-of-the-dead.com/trailer/Teaser2_Large.mov', 'http://www.house-of-the-dead.com/trailer/Teaser2_Small.mov', 'http://www.house-of-the-dead.com/trailer/official_teaser_l.mov', 'http://www.house-of-the-dead.com/trailer/official_teaser_s.mov']",,
The House of the Devil,http://www.movie-list.com/trailers/houseofthedevil,Horror,"October 30, 2009",http://www.imdb.com/title/tt1172994/,"['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/856.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/810.flv']","['http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2009/houseofthedevilthe_038954/houseofthedevilthe_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2009/houseofthedevilthe_038954/houseofthedevilthe_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2009/houseofthedevilthe_038954/houseofthedevilthe_trlr_01_480p_dl.mov', 'http://movies.apple.com/movies/magnolia_pictures/thehouseofthedevil/houseofthedevil_1080p.mov', 'http://movies.apple.com/movies/magnolia_pictures/thehouseofthedevil/houseofthedevil_720p.mov', 'http://movies.apple.com/movies/magnolia_pictures/thehouseofthedevil/houseofthedevil_480p.mov']",,
House Of Wax,http://www.movie-list.com/trailers/houseofwax,,"May 6, 2005",,,"['http://pdl.warnerbros.com/wbol/fr/movies/house_of_wax/la_maison_de_cire_tlrf2_fr_sub_qt_500.mov', 'http://pdl.warnerbros.com/wbol/fr/movies/house_of_wax/la_maison_de_cire_tlrf2_fr_sub_qt_300.mov', 'http://pdl.warnerbros.com/wbol/fr/movies/house_of_wax/la_maison_de_cire_tlrf2_fr_sub_qt_100.mov', 'http://pdl.warnerbros.com/wbmovies/houseofwax/tvspots/tvspot1_hi/tvspot1_a.mov', 'http://pdl.warnerbros.com/wbmovies/houseofwax/tvspots/tvspot1_med/tvspot1_a.mov', 'http://pdl.warnerbros.com/wbmovies/houseofwax/tvspots/tvspot1_lo/tvspot1_a.mov', 'http://pdl.warnerbros.com/wbmovies/houseofwax/tvspots/tvspot2_hi/tvspot2_a.mov', 'http://pdl.warnerbros.com/wbmovies/houseofwax/tvspots/tvspot2_med/tvspot2_a.mov', 'http://pdl.warnerbros.com/wbmovies/houseofwax/tvspots/tvspot2_lo/tvspot2_a.mov']",,
Housebound,http://www.movie-list.com/trailers/housebound,"Comedy, Horror, Thriller","October 17, 2014",http://imdb.com/title/tt3504048/,,,,['http://cdn.movie-list.com/hd/housebound720.mp4']
The Housemaid (Hanyo),http://www.movie-list.com/trailers/housemaid,Thriller,"January 21, 2011",http://imdb.com/title/tt1314652/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1378.flv'],,,
How Do You Know,http://www.movie-list.com/trailers/howdoyouknow,"Comedy, Drama, Romance ","December 17, 2010",http://www.imdb.com/title/tt1341188/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1192.flv'],,,
How I Live Now,http://www.movie-list.com/trailers/howilivenow,Drama,"November 8, 2013",http://imdb.com/title/tt1894476/,,,,['http://cdn.movie-list.com/hd/howilivenow720.mp4']
How She Move,http://www.movie-list.com/trailers/howshemove,Drama,"January 25, 2008",http://www.imdb.com/title/tt0770810/,,['http://moviesmovies.ign.com/movies/video/article/838/838798/howshe_trlr1_113007_qthighwide.mov'],,
How the Garcia Girls Spent Their Summer,http://www.movie-list.com/trailers/howthegarciagirlsspenttheirsummer,"Comedy, Drama","May 16, 2008",http://www.imdb.com/title/tt0385006/,,"['http://www.garciagirlsmovie.com/GARCIA_GIRLS_TEASER.mov', 'http://www.garciagirlsmovie.com/Garcia_Theatrical_Trailer.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/howthegarciagirlsspenttheirsummer_021092/howthegarciagirlsspenttheirsummer_trlr_01_700_dl.mov']",,
How To Be a Serial Killer,http://www.movie-list.com/trailers/howtobeaserialkiller,"Comedy, Horror ","July 24, 2009",http://www.imdb.com/title/tt1038971/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/734.flv'],"['http://movies.apple.com/movies/independent/howtobeaserialkiller/howtobeaserialkiller_1080p.mov', 'http://movies.apple.com/movies/independent/howtobeaserialkiller/howtobeaserialkiller_720p.mov', 'http://movies.apple.com/movies/independent/howtobeaserialkiller/howtobeaserialkiller_480p.mov']",,
How to Be Single,http://www.movie-list.com/trailers/howtobesingle,"Comedy, Romance","February 12, 2016",http://imdb.com/title/tt1292566/,,,,['http://cdn.movie-list.com/hd/howtobesingle720.mp4']
How to Lose Friends & Alienate People,http://www.movie-list.com/trailers/howtolosefriendsandalienatepeople,Comedy,"October 3, 2008",http://www.imdb.com/title/tt0455538/,,"['http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/howtolosefriendsandalienatepeople_027150/howtolosefriendsandalienatepeople_trlr_01_700_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/howtolosefriendsandalienatepeople_027150/howtolosefriendsandalienatepeople_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/howtolosefriendsandalienatepeople_027150/howtolosefriendsandalienatepeople_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/aol/us/moviefone/movies/2008/howtolosefriendsandalienatepeople_027150/howtolosefriendsandalienatepeople_trlr_01_480p_dl.mov']",,
How to Train your Dragon,http://www.movie-list.com/trailers/howtotrainyourdragon,Animation,"March 26, 2010",http://www.imdb.com/title/tt0892769/,"['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1032.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/909.flv']","['http://www.dreamworksanimation.com/trailers/httyd/httyd_dtrlr3_2d_1080p.mov', 'http://www.dreamworksanimation.com/trailers/httyd/httyd_dtrlr3_2d_720p.mov', 'http://www.dreamworksanimation.com/trailers/httyd/httyd_dtrlr3_2d_480p.mov', 'http://www.dreamworksanimation.com/trailers/httyd/httyd_dtrlr1_2d_1080p.mov', 'http://www.dreamworksanimation.com/trailers/httyd/httyd_dtrlr1_2d_720p.mov', 'http://www.dreamworksanimation.com/trailers/httyd/httyd_dtrlr1_2d_480p.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2009/howtotrainyourdragon_028118/howtotrainyourdragon_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2009/howtotrainyourdragon_028118/howtotrainyourdragon_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2009/howtotrainyourdragon_028118/howtotrainyourdragon_trlr_01_480p_dl.mov']",,
How to Train Your Dragon 2,http://www.movie-list.com/trailers/howtotrainyourdragon2,"Animation, Action, Adventure ","June 13, 2014",http://imdb.com/title/tt1646971/,,,,"['http://cdn.movie-list.com/hd/howtotrainyourdragon2c720.mp4', 'http://cdn.movie-list.com/hd/howtotrainyourdragon2b720.mp4', 'http://cdn.movie-list.com/hd/howtotrainyourdragon2720.mp4']"
Howl,http://www.movie-list.com/trailers/howl,"Animation, Drama ","September 24, 2010",http://imdb.com/title/tt1049402/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1206.flv'],"['http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2010/howl_1427639/howl_trlr01_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2010/howl_1427639/howl_trlr01_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2010/howl_1427639/howl_trlr01_480p_dl.mov']",,
Howl's Moving Castle,http://www.movie-list.com/trailers/howlsmovingcastle,,"June 10, 2005",,,"['http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howls_Trailer1_Domestic41905_3000.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howls_Trailer1_Domestic41905_1500.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howls_Trailer1_Domestic41905_0750.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howls_Trailer1_Domestic41905_0300.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howl_DIWC3011_Event_1500.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howl_DIWC3011_Event_0300.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howl_DIWC3031_MagicIsReal_1500.mov', 'http://bvbp-qt.vitalstream.com/HowlsMovingCastle/Howl_DIWC3031_MagicIsReal_0300.mov']",,
The Howling (1981),http://www.movie-list.com/trailers/howling,"Horror, Mystery","April 10, 1981",http://imdb.com/title/tt0082533/,,['http://videos.movie-list.com/classics/howling.mov'],,
The Howling: Reborn,http://www.movie-list.com/trailers/howlingreborn,Horror,"October 18, 2011",http://www.imdb.com/title/tt1554092/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1721.flv'],,,
Hugo,http://www.movie-list.com/trailers/hugo,"Family, Fantasy, Mystery ","November 23, 2011",http://www.imdb.com/title/tt0970179/,"['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1801.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1637.flv']","['http://downloads.paramount.com/mp/hugo/Trailer/HUGO_TRL_2_1080.mov', 'http://downloads.paramount.com/mp/hugo/Trailer/HUGO_TRL_2_720.mov', 'http://downloads.paramount.com/mp/hugo/Trailer/HUGO_TRL_2_480.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hugo_10035988/hugo_trlr_02_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hugo_10035988/hugo_trlr_02_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hugo_10035988/hugo_trlr_02_480p_dl.mov', 'http://downloads.paramount.com/mp/hugo/Trailer/HUGO_TRL1_h264_1080.mov', 'http://downloads.paramount.com/mp/hugo/Trailer/HUGO_TRL1_h264_720.mov', 'http://downloads.paramount.com/mp/hugo/Trailer/HUGO_TRL1_h264_480.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hugo_10035988/hugo_trlr_01_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hugo_10035988/hugo_trlr_01_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hugo_10035988/hugo_trlr_01_480p_dl.mov']",,
The Human Centipede (First Sequence),http://www.movie-list.com/trailers/humancentipede,"Drama, Horror ","April 28, 2010",http://www.imdb.com/title/tt1467304/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1070.flv'],"['http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2010/humancentipedethe_10014016/humancentipedethe_trlr01_1080p_dl.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2010/humancentipedethe_10014016/humancentipedethe_trlr01_720p_dl.mov', 'http://pdl.stream.aol.com/aol/brightcove/us/moviefone/trailers/2010/humancentipedethe_10014016/humancentipedethe_trlr01_480p_dl.mov']",,
The Human Centipede II (Full Sequence),http://www.movie-list.com/trailers/humancentipede2,"Horror, Drama","October 7, 2011",http://www.imdb.com/title/tt1530509/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1754.flv'],,,
The Human Contract,http://www.movie-list.com/trailers/humancontract,Drama ,"June 30, 2009",http://www.imdb.com/title/tt1109477/,,['http://www.lightning-ent.com/mrgtrailers/human_contract%20trlr2.mov'],,
Human Nature,http://www.movie-list.com/trailers/humannature,,"April 12, 2002",,,['http://a772.g.akamai.net/5/772/51/10f53d19eeb791/1a1a1aaa2198c627970773d80669d84574a8d80d3cb12453c02589f25382f668c9329e0375e8177de654b9258efc6190f86dda3ba90876d74bc03297/human_nature_m480.mov'],,
Humble Pie,http://www.movie-list.com/trailers/humblepie,"Comedy, Drama","November 5, 2009",http://www.imdb.com/title/tt0790612/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/903.flv'],,,
The Humbling,http://www.movie-list.com/trailers/humbling,Drama,"January 23, 2015",http://imdb.com/title/tt1568343/,,,,['http://cdn.movie-list.com/hd/humbling720.mp4']
Humpday,http://www.movie-list.com/trailers/humpday,Comedy,"July 10, 2009",http://www.imdb.com/title/tt1334537/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/620.flv'],"['http://movies.apple.com/movies/magnolia_pictures/humpday/humpday_1080p.mov', 'http://movies.apple.com/movies/magnolia_pictures/humpday/humpday_720p.mov', 'http://movies.apple.com/movies/magnolia_pictures/humpday/humpday_480p.mov']",,
The Hundred-Foot Journey,http://www.movie-list.com/trailers/hundredfootjourney,"Comedy, Drama","August 8, 2014",http://imdb.com/title/tt2980648/,,"['http://wdmp-wdsmp.rd.llnw.net/wdsmp/The100FootJourney/Trailer1/TheHundredFootJourney_DomesticTrailer1_1080.mov', 'http://wdmp-wdsmp.rd.llnw.net/wdsmp/The100FootJourney/Trailer1/TheHundredFootJourney_DomesticTrailer1_720.mov']",,['http://cdn.movie-list.com/hd/hundredfootjourney720.mp4']
Hunger,http://www.movie-list.com/trailers/hunger,"Drama, History","March 20, 2009",http://www.imdb.com/title/tt0986233/,['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/493.flv'],"['http://movies.apple.com/movies/ifc_films/hunger/hunger-tlr_1080p.mov', 'http://movies.apple.com/movies/ifc_films/hunger/hunger-tlr_720p.mov', 'http://movies.apple.com/movies/ifc_films/hunger/hunger-tlr_480p.mov']",,
The Hunger Games,http://www.movie-list.com/trailers/hungergames,,"March 23, 2012",http://www.imdb.com/title/tt1392170/,"['http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1913.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1824.flv', 'http://videos.movie-list.com/flvplayer.swf?file=http://cdn.movie-list.com/flvideo/1706.flv']","['http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201202/03/38863/hungergamesthe_trlr_03_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201202/03/38863/hungergamesthe_trlr_03_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/ame/201202/03/38863/hungergamesthe_trlr_03_480p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hungergamesthe_1430290/hungergamesthe_trlr_02_1080p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hungergamesthe_1430290/hungergamesthe_trlr_02_720p_dl.mov', 'http://pdl.stream.aol.com/pdlext/aol/brightcove/us/moviefone/trailers/2011/hungergamesthe_1430290/hungergamesthe_trlr_02_480p_dl.mov']",,
The Hunger Games: Catching Fire,http://www.movie-list.com/trailers/hungergames2,,"November 22, 2013",http://imdb.com/title/tt1951264/,,,,"['http://cdn.movie-list.com/hd/hungergames2b720.mp4', 'http://cdn.movie-list.com/hd/hungergames2720.mp4']"
The Hunger Games: Mockingjay - Part 1,http://www.movie-list.com/trailers/hungergames3,,"November 21, 2014",http://imdb.com/title/tt1951265/,,,,"['http://cdn.movie-list.com/hd/hungergames3e720.mp4', 'http://cdn.movie-list.com/hd/hungergames3d720.mp4', 'http://cdn.movie-list.com/hd/hungergames3c720.mp4', 'http://cdn.movie-list.com/hd/hungergames3b720.mp4', 'http://cdn.movie-list.com/hd/hungergames3720.mp4']"
The Hunger Games: Mockingjay - Part 2,http://www.movie-list.com/trailers/hungergames4,,"November 20, 2015",http://imdb.com/title/tt1951266/,,,,"['http://cdn.movie-list.com/hd/hungergames4c720.mp4', 'http://cdn.movie-list.com/hd/hungergames4b720.mp4', 'http://cdn.movie-list.com/hd/hungergames4720.mp4']"
Hunky Dory,http://www.movie-list.com/trailers/hunkydory,Drama ,"March 22, 2013",http://www.imdb.com/title/tt1727300/,,"['http://www.variancefilms.com/hunkydoryvideo/hunkydory_trailer_1080p.mov', 'http://www.variancefilms.com/hunkydoryvideo/hunkydory_trailer_720p.mov', 'http://www.variancefilms.com/hunkydoryvideo/hunkydory_trailer_480p.mov']",,['http://cdn.movie-list.com/hd/hunkydory720.mp4']
