title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,mean_shot_length,std_dev_shot_length,max_shot_length,min_shot_length,num_shots,stddev_color_with_letterbox_r,stddev_color_with_letterbox_g,stddev_color_with_letterbox_b,detail_score_mean,detail_score_std_dev,detail_score_max,detail_score_min,dark_scene_mean_length,dark_scene_length_std_dev,dark_scene_length_max,dark_scene_length_min,dark_scene_count,dark_scene_percentage,mean_volume,std_dev_volume,min_volume,max_volume,sudden_rise_count_per_cut,sudden_fall_count_per_cut,octave1,octave2,octave3,octave4,octave5,octave6,octave7,octave8,octave9,octave10,octave11,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
Prince-Avalanche,3378,140.8490417,79.60427315,61.4201895,85.70493912,95.93841447,1.073423773,1.180290015,6.548208333,0.041708333,129,26.24389701,28.69914261,31.53844144,0.065696387,0.064993941,0.311740292,0,17.75,13.8451255,37,1,4,0.001184133,0.067361437,0.036103681,0,0.192646986,0.079136691,0.043165468,0.00036986,0.0032208,0.013865,0.044494,0.097569,0.17249,0.18952,0.17577,0.14535,0.1367,0.020657,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prisoners,3607,150.40025,59.89909721,53.18389537,63.79021464,57.5225868,0.375269141,0.696834434,4.212541667,0.041708333,394,38.93857628,41.40044701,41.19834106,0.033622547,0.039212619,0.248516988,0,11.65625,15.37979473,53,1,32,0.008871638,0.054270982,0.025386284,0,0.110743321,0.10738255,0.10738255,0.0058656,0.038099,0.05378,0.075469,0.095105,0.15349,0.17054,0.15504,0.11992,0.10068,0.032014,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Project-Almanac,3674,153.1947083,65.60498941,59.12411931,70.09663087,59.52691078,0.28374187,0.483937521,5.005,0.041708333,533,36.90920951,38.67918654,35.23280937,0.01665504,0.01680302,0.255434904,0,7.52173913,11.71720981,48,1,23,0.006260207,0.075399964,0.043608614,0,0.210047369,0.085526316,0.065789474,0.0022795,0.023561,0.049942,0.056281,0.072721,0.13074,0.14157,0.16178,0.16486,0.15281,0.043462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R100,2630,109.6512083,30.00850662,27.94144005,29.65704114,37.26427229,1.703204235,1.946578737,8.675333333,0.041708333,61,15.84655967,15.08193315,32.11855012,0.01517007,0.010061706,0.041132813,0,37,34.21500645,83,1,3,0.001140684,0.055257272,0.048860627,0,0.159451499,0.037037037,0.046296296,0.0071535,0.040282,0.040958,0.066314,0.080702,0.14507,0.15752,0.17399,0.14447,0.10308,0.040462,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Race,3975,165.7489167,53.49978876,48.06033854,55.52025018,57.40497123,0.399473148,0.710384633,8.925583333,0.041708333,405,27.05011427,29.07921203,32.88280896,0.028489581,0.026931907,0.119557091,0,7.357142857,11.67786149,47,1,14,0.003522013,0.137864729,0.094197798,0,0.448259316,0.109756098,0.103658537,0.003564,0.034044,0.16012,0.091448,0.08968,0.11869,0.11199,0.12697,0.1165,0.11911,0.027887,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rage,3049,127.127,27.48445508,25.60038523,27.48637172,32.43859422,0.233952855,0.515618004,4.087416667,0.041708333,540,28.75248865,28.81131173,29.04483242,0.013238155,0.01411815,0.091165365,0,17.5,1.5,19,16,2,0.000655953,0.118675558,0.073829373,0.005026344,0.289228778,0.095238095,0.063492063,0.0027105,0.045686,0.10146,0.10338,0.089957,0.095791,0.10554,0.1248,0.16587,0.13424,0.030564,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raiders-The-Story-of-the-Greatest-Fan-Film-Ever-Made,3626,151.1927083,80.36756649,70.92574588,82.00223926,96.77672461,0.220397534,0.370730826,2.794458333,0.041708333,686,32.58700406,41.74313856,50.75518085,0.028918918,0.034208015,0.218029514,0,8.166666667,9.805044053,27,1,12,0.003309432,0.098158162,0.054398394,0,0.26849729,0.14,0.1,0.0036289,0.010883,0.025225,0.05779,0.093976,0.18683,0.18317,0.16999,0.14305,0.09903,0.026427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rapturepalooza,3571,148.89875,66.80874508,64.41095426,67.74303521,68.34341391,0.638692418,0.756605162,5.005,0.041708333,233,33.47542964,34.30837659,31.85154602,0.033875212,0.024390725,0.151613498,0.001550564,0,0,0,0,0,0,0.089856363,0.047922928,0,0.287944479,0.095238095,0.095238095,0.0069139,0.032363,0.055808,0.044357,0.067624,0.12456,0.14965,0.15986,0.16232,0.15666,0.039897,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ratchet-and-Clank,3779,157.5740833,46.41535933,44.08197904,47.08703757,49.11548014,0.264503858,0.562394074,5.880875,0.041708333,594,25.32884238,25.97280404,28.47047236,0.025697311,0.018355153,0.105673828,0,10.75,19.73417087,83,1,16,0.004233924,0.072977064,0.046373712,0,0.231893934,0.115384615,0.108974359,0.0041502,0.028713,0.098651,0.059362,0.078799,0.11358,0.12643,0.1324,0.11846,0.15899,0.080463,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Raze,2721,113.4466667,18.32798028,16.53115736,17.47539739,27.44525503,0.499716745,0.599676278,4.129125,0.041708333,213,13.05558436,12.21393021,16.08568416,0.008377597,0.012367751,0.12294599,0,21.5,39.63268853,123,1,8,0.002940096,0.092571334,0.049089162,0,0.204964769,0.098214286,0.080357143,0.0042,0.020215,0.06202,0.06951,0.08064,0.10911,0.19012,0.17742,0.14432,0.10853,0.033927,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reach-Me,3375,140.7239167,40.33369574,37.17504937,42.0285015,39.92406228,0.238692269,0.520725321,5.005,0.041708333,581,29.99219383,31.00530228,30.65988407,0.015932497,0.01885092,0.122586806,0,4.411764706,8.196547505,37,1,17,0.005037037,0.092726462,0.047156153,0,0.250310434,0.086330935,0.100719424,0.0044565,0.015689,0.049128,0.06033,0.073203,0.12155,0.14179,0.161,0.14978,0.17208,0.050977,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reasonable-Doubt,3502,146.020875,64.2810061,61.93633621,65.07339399,66.40485026,0.316017261,0.448813853,2.711041667,0.041708333,449,31.49073744,30.39270973,30.02186196,0.016637436,0.017044375,0.133248288,0,3.666666667,11.59588921,65,1,33,0.009423187,0.075095006,0.029428236,0,0.158004156,0.089655172,0.117241379,0.011301,0.042221,0.093265,0.068092,0.077464,0.13304,0.14544,0.16597,0.13491,0.099836,0.028457,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reclaim,3617,150.8173333,59.25067539,55.33988678,60.32319302,64.03393795,0.247492424,0.435765795,3.461791667,0.041708333,605,43.17366354,44.21338825,46.88446179,0.012804518,0.014599387,0.137319878,0,2.573770492,5.16437677,28,1,61,0.016864805,0.068331597,0.027228415,0,0.151930793,0.140939597,0.11409396,0.0046012,0.034253,0.077235,0.066823,0.076573,0.11464,0.12373,0.13359,0.15653,0.16652,0.045495,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RED-2,2623,109.35925,79.76400907,68.46951612,83.50664985,90.17602838,0.446210227,0.712525594,5.005,0.041708333,242,37.12005956,40.00257283,36.86344185,0.028996913,0.023374185,0.12236511,0,0,0,0,0,0,0,0.077408073,0.05406858,0,0.210401718,0.092592593,0.083333333,0.006563,0.027455,0.051272,0.060407,0.074759,0.0958,0.13404,0.16403,0.1813,0.16039,0.043984,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red-Army,2976,124.0822917,53.45856359,46.22364895,51.12043384,84.51421276,0.488583333,0.97147433,8.842166667,0.041708333,252,35.73719566,34.82881535,49.48821425,0.019091566,0.014193677,0.086700634,0,10.16666667,10.07334216,24,1,6,0.002016129,0.086756518,0.028234592,0,0.160996592,0.081300813,0.089430894,0.0042004,0.026034,0.051271,0.093923,0.1507,0.21795,0.11579,0.1321,0.099016,0.083039,0.025969,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Red-Flag,3380,112.6333333,65.27439773,58.79030882,65.97599768,78.7198578,0.948022599,1.202692697,7.8,0.033333333,118,30.5027555,34.3288106,37.27591866,0.018560479,0.022811826,0.160750868,0,9.666666667,7.586537784,20,2,3,0.000887574,0.066403714,0.018648872,0.009703995,0.100526787,0.081081081,0.072072072,0.0015965,0.0068304,0.047193,0.068274,0.0871,0.16005,0.1397,0.14974,0.1432,0.14052,0.055794,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Refuge,2314,96.471375,77.87496522,75.97176308,77.20684381,86.37357829,0.245887649,0.455991175,3.336666667,0.041708333,392,39.41437729,39.08112943,36.41752194,0.017679477,0.035141203,0.185201749,0,3.590909091,1.154402282,6,1,22,0.009507347,0.041095429,0.012253834,0.016484776,0.077778931,0.178947368,0.136842105,0.00097004,0.0050721,0.017658,0.069229,0.16049,0.15707,0.17819,0.14187,0.14133,0.10525,0.02287,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regression,1482,59.24,26.41331474,30.33918138,25.99204634,18.31230025,0.443809524,0.833736719,3.88,0.04,105,20.1038789,17.4077632,13.4875127,0.013800612,0.013618866,0.078386835,0,15.3,20.01524419,48,1,10,0.006747638,0.197030508,0.088251183,0.007879703,0.399281463,0.103448276,0.137931034,0.0093091,0.06955,0.14562,0.11297,0.11611,0.089037,0.098882,0.10551,0.11454,0.10982,0.028649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Remember,3042,126.8350417,42.12171477,38.10390155,43.02685543,48.03240753,0.406723522,0.670512221,4.75475,0.041708333,310,29.96353628,29.74036259,31.40340923,0.011616417,0.016764766,0.123948568,0,11.45833333,14.39032999,64,1,24,0.007889546,0.042731269,0.023572452,0.00407983,0.153714176,0.152,0.088,0.010702,0.054943,0.082065,0.078161,0.1138,0.14397,0.11962,0.1223,0.1188,0.10888,0.046759,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Repentance,3611,150.5670833,47.6608999,43.27425247,49.56585356,49.39534903,0.492436389,0.651677578,5.046708333,0.041708333,300,35.11870859,36.4479673,35.09225389,0.028298945,0.039755957,0.196736493,0.001369023,10,0,10,10,1,0.000276932,0.128501669,0.076838778,0,0.445954919,0.140939597,0.120805369,0.0080626,0.061546,0.070322,0.065497,0.079394,0.11581,0.14576,0.14732,0.14522,0.1271,0.033968,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return-to-Sender,3217,134.134,70.39211203,67.21029305,70.31663983,79.18498122,0.290945548,0.464364684,3.795458333,0.041708333,453,25.52068601,27.00352616,30.2039762,0.017789824,0.021067101,0.136468099,0,6.47826087,12.07177652,55,1,23,0.007149518,0.294251637,0.170510882,0.055172193,0.724032381,0.082706767,0.090225564,0.0048713,0.024443,0.11501,0.075728,0.074664,0.083391,0.099618,0.14018,0.15142,0.15586,0.074813,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revenge-of-the-Green-Dragons,2856,119.0772917,43.96051555,38.3786637,46.72105066,44.4199669,0.303001928,0.525355155,5.005,0.041708333,389,23.12467233,24.59190192,22.25168904,0.016520372,0.019734225,0.103177775,0,9.307692308,11.49170012,36,1,13,0.004551821,0.071263536,0.030062312,0,0.153009049,0.101694915,0.084745763,0.00084672,0.0076649,0.042018,0.061093,0.066866,0.11292,0.15679,0.19384,0.17899,0.14206,0.036907,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ricki-and-the-Flash,3622,151.025875,44.44116317,36.02219808,45.59336557,60.62125063,1.008557886,0.70226737,4.170833333,0.041708333,149,34.68384058,36.09966819,38.91921139,0.027637223,0.023428807,0.123333449,0,5,4.320493799,11,1,3,0.000828272,0.096095067,0.033580134,0,0.234442262,0.066666667,0.04,0.0014273,0.0064591,0.047306,0.076035,0.11386,0.14872,0.13791,0.12528,0.13233,0.14597,0.064691,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Riddick,525,21.85516667,34.93317816,26.31593204,37.09675135,46.4171319,0.187327945,0.395053977,2.085416667,0.041708333,116,18.84169882,28.62003178,34.44416091,0.011130511,0.011366865,0.098385155,0,5.545454545,11.54724396,42,1,11,0.020952381,0.34346441,0.070430492,0.161411448,0.444234213,0.15,0.2,0.0028105,0.020917,0.12702,0.076282,0.060543,0.07463,0.12169,0.16016,0.16528,0.16402,0.02664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride,3348,139.5977917,97.6272574,84.22081372,103.4156259,103.0586297,0.573705913,0.706377365,5.005,0.041708333,241,24.91607484,26.9221899,31.471173,0.030288809,0.029437947,0.151281149,0,9.833333333,12.26671196,30,1,6,0.001792115,0.068224978,0.037466179,0,0.19308425,0.101449275,0.050724638,0.0041302,0.022599,0.065431,0.062087,0.08128,0.1227,0.16198,0.14463,0.13479,0.14265,0.057722,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride-Along,2498,104.1457083,43.20601542,41.17792433,40.95631276,60.14542326,0.772928241,0.820292275,3.336666667,0.041708333,126,21.41181885,22.75426023,34.82338847,0.025101513,0.027083884,0.139873071,0,7.25,5.309190145,15,1,4,0.001601281,0.093974844,0.052859402,0,0.272001947,0.087378641,0.106796117,0.00064805,0.0042681,0.035902,0.0602,0.076856,0.13175,0.15387,0.15341,0.17715,0.17549,0.030449,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride-Along-2,3671,153.0695833,57.01218509,54.13829299,57.31466432,63.03983646,0.501742964,0.548339258,5.005,0.041708333,302,20.79972687,21.69724226,21.39799714,0.029446658,0.025005852,0.161306071,0,6.230769231,9.241660242,36,2,13,0.003541269,0.114684675,0.071064221,0,0.393274443,0.125,0.111842105,0.011902,0.050823,0.060814,0.056293,0.075092,0.11896,0.13377,0.13935,0.13353,0.16133,0.05814,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RIPD,3672,152.9583333,74.14816902,68.10166628,77.71171663,71.71757283,0.351424172,0.516939347,3.958333333,0.041666667,433,36.73794179,37.29485638,32.10223362,0.034129497,0.028411118,0.182704157,0,7.6875,9.101639619,36,1,16,0.004357298,0.230908799,0.137744014,0,0.599264426,0.164473684,0.151315789,0.0016342,0.026318,0.10133,0.090233,0.091835,0.10207,0.11883,0.12098,0.14915,0.14376,0.053851,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Road-to-Paloma,2185,91.091,51.55193084,40.33318184,55.08525985,62.81837943,0.286477431,0.585011878,5.088416667,0.041708333,312,20.1071412,28.06436155,33.85047012,0.017185248,0.017339086,0.130426778,0.001792247,42,0,42,42,1,0.000457666,0.086189847,0.042562395,0,0.203327368,0.144444444,0.1,0.0060496,0.022862,0.05607,0.083379,0.12424,0.17967,0.13885,0.16246,0.11381,0.085699,0.026897,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RoboCop-2014,3339,139.2224167,50.04290888,49.75948755,50.30886567,49.46047283,0.26244772,0.546254111,4.838166667,0.041708333,530,38.66095536,35.36745145,37.35050189,0.026154345,0.024526554,0.142553711,0,5.490566038,10.53945443,58,1,53,0.015873016,0.084552824,0.034607106,0,0.158577816,0.101449275,0.108695652,0.0026623,0.021035,0.070513,0.075825,0.083848,0.10353,0.10619,0.12499,0.16065,0.18243,0.068324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rob-the-Mob,3231,134.7179167,52.96838216,46.51638649,54.95738688,59.68989592,0.641867188,0.708578293,4.129125,0.041708333,208,25.02718721,26.65293774,27.05930707,0.0252316,0.024607831,0.166487193,0,5.875,10.30094049,33,1,8,0.002476014,0.141580517,0.049377777,0,0.265031961,0.142857143,0.135338346,0.0017515,0.0097531,0.026372,0.058155,0.10052,0.15357,0.17582,0.17295,0.13672,0.1245,0.039895,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rock-the-Kasbah,2788,116.241125,76.02357154,63.21654183,82.28051901,77.4516012,0.611280864,0.77782606,4.170833333,0.041708333,189,37.55093218,43.79086738,47.3354853,0.036242621,0.031707271,0.174777401,0,21.25,9.730750228,36,9,4,0.00143472,0.104987055,0.040540329,0,0.217928175,0.12173913,0.130434783,0.0035033,0.01385,0.035837,0.067311,0.076893,0.13332,0.18179,0.19464,0.14414,0.1245,0.024214,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room,2147,89.50608333,57.41190455,58.6926684,58.5636678,48.1736225,0.302844915,0.566003734,4.963291667,0.041708333,295,33.4973875,30.82869073,24.33101072,0.018273189,0.026932759,0.138174995,0,7.681818182,7.232416694,35,1,22,0.010246856,0.080538305,0.036839695,0,0.183408902,0.056818182,0.056818182,0.0034986,0.023245,0.062789,0.06262,0.1162,0.1513,0.17326,0.14191,0.11782,0.11692,0.030444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room-237,2521,105,65.22343797,56.72501984,66.56762664,80.64151493,3.647321429,9.92254529,48.58333333,0.041666667,28,26.4784265,30.4320457,33.59972113,0.023969779,0.013775926,0.048546254,0,0,0,0,0,0,0,0.064770497,0.047257068,0,0.161575071,0.038461538,0.048076923,0.00051854,0.0018026,0.019312,0.050609,0.14764,0.14552,0.15184,0.18882,0.14638,0.13258,0.014984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Rosewater,3515,146.5630833,64.6977793,56.34967304,69.85822107,60.07093213,0.515666667,0.854927928,7.716041667,0.041708333,275,37.96928833,42.81233324,41.58245958,0.018210867,0.025306978,0.216979697,0,12.07692308,6.988579018,25,2,13,0.003698435,0.12450821,0.055383648,0,0.327248217,0.137931034,0.124137931,0.0049599,0.0192,0.061492,0.071883,0.11738,0.16128,0.14999,0.14404,0.16757,0.084986,0.017224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rudderless,3456,144.1022917,91.20430102,90.6977945,91.23372325,92.46083071,0.579526316,0.82920119,5.005,0.041708333,247,74.70285183,60.63077478,51.0852962,0.026250627,0.034738714,0.344634332,0,7.666666667,9.5597536,24,1,12,0.003472222,0.083170068,0.038470883,0,0.190430094,0.090909091,0.055944056,0.0039225,0.021688,0.044856,0.062969,0.082703,0.12628,0.12957,0.13099,0.1417,0.18298,0.072348,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Run-All-Night,3627,151.2344167,27.22521028,21.94351116,29.61658599,28.78384926,0.477105903,0.926499176,7.424083333,0.041708333,312,19.47072503,24.62218315,23.00486741,0.010926489,0.011749418,0.081459674,0,14.24,11.14730461,53,4,25,0.006892749,0.074968392,0.033002822,0,0.163320952,0.12,0.106666667,0.0026622,0.022214,0.078997,0.069163,0.093749,0.13215,0.14339,0.12831,0.1341,0.14499,0.050265,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Run-Jump,2994,124.8330417,84.76955146,75.49357387,87.81055135,93.50639109,0.491231481,0.584126799,3.586916667,0.041708333,252,39.09655806,39.42604191,39.66710681,0.027356255,0.036322837,0.290989583,0,7.285714286,6.922309394,24,2,7,0.002338009,0.058862418,0.026282986,0,0.120059666,0.06504065,0.056910569,0.0035656,0.027663,0.042369,0.069417,0.12798,0.1535,0.10514,0.12145,0.16053,0.16729,0.021099,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Runner-Runner,3610,150.525375,45.46352555,41.46555486,47.87092053,43.58983199,0.337322004,0.486155721,5.005,0.041708333,445,27.76250857,30.19579235,28.49506221,0.019623662,0.019854753,0.114192078,0,10,0,10,10,1,0.000277008,0.13909841,0.06742246,0,0.330983352,0.127516779,0.10738255,0.00076879,0.011672,0.070584,0.078332,0.081726,0.1239,0.12733,0.13811,0.16579,0.15553,0.046261,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush-2013,2709,112.8333333,55.89908726,48.34126185,60.16959238,53.77485412,0.204779189,0.318003271,2.208333333,0.041666667,551,26.73379632,32.72118878,32.57880387,0.0116364,0.010215693,0.05906033,0,2.708333333,3.322639095,17,1,24,0.008859358,0.129882974,0.057644684,0.033753942,0.309782667,0.108108108,0.117117117,0.0047287,0.024785,0.065165,0.069393,0.08448,0.10197,0.1329,0.13244,0.1576,0.18267,0.043861,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sabotage,3408,142.1002917,71.5757537,64.73023067,74.59184241,74.05680925,0.267137555,0.457357544,5.046708333,0.041708333,531,38.61833934,40.80943066,43.13689569,0.017503777,0.021437028,0.163155382,0,5,0,5,5,1,0.000293427,0.137013704,0.079101978,0,0.339032039,0.09929078,0.092198582,0.0017735,0.01214,0.065169,0.077865,0.078185,0.11093,0.13878,0.14819,0.1584,0.14939,0.059176,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San-Andreas,3121,130.13,46.71237705,44.18778226,47.71777866,48.19572684,0.464384738,1.271682472,13.76375,0.041708333,261,28.51392057,30.61843539,30.797485,0.023734543,0.026306833,0.132474331,0,13.6,18.52133904,71,2,20,0.006408202,0.075761456,0.037810981,0,0.187391836,0.085271318,0.07751938,0.0046182,0.034394,0.076141,0.077061,0.10606,0.099061,0.13354,0.12024,0.14204,0.14708,0.059764,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Savannah,3003,125.2084167,56.78960621,54.3440141,57.35123784,60.3596823,0.512392045,0.697220006,2.75275,0.041708333,242,28.89657443,29.9066816,29.67818679,0.022265745,0.03427424,0.19047705,0,4.947368421,7.61213494,28,1,19,0.006327006,0.122107401,0.037558035,0,0.201655328,0.120967742,0.088709677,0.0021213,0.0057847,0.029247,0.053316,0.12227,0.17334,0.14821,0.12619,0.15507,0.14987,0.03459,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Scavengers,3121,130.13,25.70815553,24.64135195,26.55221374,24.18163127,0.467652778,0.815758858,6.131125,0.041708333,273,17.91095325,19.18808848,17.50458977,0.013641565,0.014132207,0.075756246,0,3.829268293,10.16186664,59,1,41,0.013136815,0.131951055,0.090972082,0.003676577,0.363932751,0.069767442,0.054263566,0.0082605,0.042148,0.083271,0.09446,0.093254,0.12805,0.12912,0.13064,0.1247,0.11909,0.047009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
School-Dance,2655,110.6939167,72.78364593,71.30138058,72.15912948,79.94959886,0.206967767,0.429525328,4.963291667,0.041708333,530,39.90459709,49.49457677,54.89843124,0.017329364,0.014346766,0.074367405,0,7.857142857,8.509298635,25,1,7,0.002636535,0.068823878,0.027570766,0,0.145855189,0.082568807,0.100917431,0.0017843,0.01238,0.039843,0.041138,0.076495,0.14834,0.12381,0.14385,0.17087,0.18382,0.057667,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scouts-Guide-to-the-Zombie-Apocalypse,3619,150.90075,48.92724891,57.64182959,43.54674231,53.82603776,0.199191293,0.392970755,5.005,0.041708333,736,31.21753978,25.15165251,26.32309881,0.022109398,0.019240975,0.150907223,0,6.588235294,10.91172507,36,1,17,0.00469743,0.119224778,0.062583221,0,0.275953739,0.093959732,0.080536913,0.0041404,0.023199,0.085816,0.063,0.065968,0.10589,0.15343,0.16948,0.14241,0.13326,0.053395,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selfless,4539,151.4179333,74.8127036,72.59510898,75.86702345,75.26388391,0.260605172,0.502160092,6.5065,0.033366667,580,38.93123781,36.78303071,36.21101523,0.024186655,0.028172457,0.174025268,0,14.39285714,12.88781065,47,1,28,0.00616876,0.18252911,0.100869562,0,0.431663361,0.186666667,0.16,0.012938,0.10551,0.12576,0.072391,0.070843,0.088228,0.10195,0.10773,0.11988,0.14437,0.050395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Selma,3646,152.026875,85.57575661,78.64674815,87.44880387,94.17364665,0.499809465,0.625702875,5.005,0.041708333,302,39.25583887,39.6349112,43.45715614,0.031458614,0.033721443,0.189488237,0,8.083333333,9.031964841,39,1,24,0.006582556,0.093454179,0.036708288,0,0.162966344,0.099337748,0.079470199,0.0015786,0.019313,0.063902,0.076576,0.082662,0.166,0.1648,0.1307,0.13202,0.1389,0.023547,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serena,2942,122.5416667,35.79327244,29.53924246,38.07710235,40.46257714,0.369335347,0.571767453,4.208333333,0.041666667,331,18.0328604,21.5040442,21.78511583,0.020976957,0.032942548,0.176624554,0,4.848484848,4.580070213,16,1,33,0.011216859,0.081205045,0.036780882,0.010143222,0.186689389,0.099173554,0.099173554,0.0029672,0.030866,0.072589,0.10122,0.10257,0.14038,0.14263,0.14999,0.1324,0.098134,0.026262,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seventh-Son,3152,131.4229583,57.86378664,54.73596217,60.61638307,51.94202353,0.31296253,0.5626326,5.005,0.041708333,417,37.63405062,38.68122865,35.44146941,0.027428632,0.023844305,0.134935087,0,6.297297297,9.400589012,36,1,37,0.011738579,0.16453071,0.067650059,0,0.306313768,0.107692308,0.092307692,0.0043171,0.027517,0.070196,0.060748,0.076985,0.093487,0.1156,0.12281,0.16979,0.18313,0.075419,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
Sex-Tape,4276,178.303125,64.40390991,62.08895562,62.18894503,81.93517845,0.573087135,0.653566546,3.545208333,0.041708333,285,42.57596205,40.46300079,40.86081936,0.024558656,0.019701415,0.103320313,0,11.42857143,11.3999642,37,1,7,0.001637044,0.109716168,0.065536178,0,0.290642092,0.107344633,0.107344633,0.0036955,0.020142,0.052014,0.049238,0.083152,0.13796,0.17735,0.15131,0.14279,0.13802,0.04433,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
