title,num_frames,total_time,avg_intensity,avg_color_r,avg_color_g,avg_color_b,avg_shot_length,num_shots,original_format_title,movie_list_webpage_url,genre,release_date,imdb_url,mean_volume,std_dev_volume,min_volume,max_volume,Drama,Horror,Thriller,Action,Comedy,Crime,Mystery,Sport,Romance,Biography,History,Animation,Adventure,Family,Documentary,Fantasy,Music,Western,Musical,Sports,Supernatural,War,News,Animaton,Short
The-LEGO-Movie,3228,134.592791667,97.9629482052,89.63568048128245,98.72550166780006,115.95591079244129,0.450601666667,275,The LEGO Movie,http://www.movie-list.com/trailers/legomovie,"Animation, Action, Comedy",7-Feb-14,http://imdb.com/title/tt1490017/,0.0587409185829,0.0315447962239,0.0,0.158178595832,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Byzantium,2674,106.92,106.886670725,103.61140569630282,107.68550099305897,111.45467087003044,0.23295154185,454,Byzantium,http://www.movie-list.com/trailers/byzantium,"Drama, Fantasy, Thriller",28-Jun-13,http://imdb.com/title/tt1531901/,0.108662407185,0.0497905371018,0.0,0.236418275286,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
What-We-Do-in-the-Shadows,3719,155.071583333,60.7586756174,52.67090702195867,61.070186304153836,80.4135276141183,0.664601346434,229,What We Do in the Shadows,http://www.movie-list.com/trailers/whatwedointheshadows,"Comedy, Horror",13-Feb-15,http://imdb.com/title/tt3416742/,0.099771792867,0.0513736885368,0.00182663328821,0.313265806376,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What-Maisie-Knew,3217,134.134,124.132700824,109.74212645598895,131.4013390542168,124.54555439975745,0.6853,195,What Maisie Knew,http://www.movie-list.com/trailers/whatmaisieknew,"Drama, Family",3-May-13,http://www.imdb.com/title/tt1932767/,0.14159285729,0.054212604458,0.0,0.259258692295,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Tracks,2864,119.410958333,186.256583839,169.371032722323,189.99116920949686,211.4628581814113,0.219513448383,536,Tracks,http://www.movie-list.com/trailers/tracks,"Adventure, Biography, Drama",19-Sep-14,http://imdb.com/title/tt2167266/,0.131118498896,0.0718870895894,0.00199374432813,0.305861415127,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12-Years-a-Slave,3559,148.39825,117.055284001,101.98978019590511,123.89389550938562,121.44580733649774,0.859045321637,171,12 Years a Slave,http://www.movie-list.com/trailers/12yearsaslave,"Drama, History",18-Oct-13,http://imdb.com/title/tt2024544/,0.117316405151,0.0759952441915,0.0,0.373724923707,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Snitch,3509,146.312833333,93.7733924204,90.70433007030543,95.14875980241972,94.82058033614864,0.38008223972,381,Snitch,http://www.movie-list.com/trailers/snitch,"Action, Drama, Thriller ",22-Feb-13,http://www.imdb.com/title/tt0882977/,0.0829872831878,0.0474296676483,0.0,0.279139529109,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Salvation,3599,149.916666667,91.9243150624,74.67573926904068,95.35518946196754,119.5635121114767,0.392070979335,371,The Salvation,http://www.movie-list.com/trailers/salvation,"Drama, Western",27-Feb-15,http://imdb.com/title/tt2720680/,0.207835505242,0.0809274729087,0.0529219965742,0.414605636925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
American-Heist,3702,154.362541667,85.6058555955,69.11739185259457,94.18173983547152,84.75426216927936,0.319239255765,477,American Heist,http://www.movie-list.com/trailers/americanheist,"Action, Drama",24-Jul-15,http://imdb.com/title/tt2923316/,0.11188309761,0.0582915178527,0.0,0.310496613382,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixels,3370,140.515375,94.574769523,92.71698972246847,94.83358938786434,98.19600284479226,0.374926523297,372,Pixels,http://www.movie-list.com/trailers/pixels,,24-Jul-15,http://imdb.com/title/tt2120120/,0.0755085271717,0.0392248174435,0.00133740370527,0.205821167506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella,1842,76.7850416667,74.2239534471,74.24340441113614,75.90835896951722,65.56485222329808,0.190891183575,345,Cinderella,http://www.movie-list.com/trailers/cinderella,"Adventure, Drama, Family",13-Mar-15,http://imdb.com/title/tt1661199/,0.0444694998608,0.0409148902111,0.0,0.215560448338,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Hot-Tub-Time-Machine-2,4945,206.206,143.294216239,149.72524269777105,137.29428284705278,157.45260671216386,0.323041600738,632,Hot Tub Time Machine 2,http://www.movie-list.com/trailers/hottubtimemachine2,Comedy,20-Feb-15,http://imdb.com/title/tt2637294/,0.0894149882406,0.0326057558067,0.0,0.210310604924,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Meadowland,2736,114.072291667,105.634327699,87.8915805952376,114.80049256183916,105.04951864720486,0.832256361323,131,Meadowland,http://www.movie-list.com/trailers/meadowland,Drama,16-Oct-15,http://imdb.com/title/tt3529656/,0.0687678809072,0.038488940197,0.0,0.198085643486,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White-Bird-in-a-Blizzard,3027,126.209416667,168.890005142,160.90921336594337,176.63807729820235,150.06745519654737,0.291087393658,431,White Bird in a Blizzard,http://www.movie-list.com/trailers/whitebirdinablizzard,"Drama, Thriller",24-Oct-14,http://imdb.com/title/tt2238050/,0.0716712135107,0.0461671044195,0.0,0.255476248069,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afternoon-Delight,3204,133.591791667,192.786305299,167.44566443127283,201.74121065920676,213.28689073247878,0.749109784644,178,Afternoon Delight,http://www.movie-list.com/trailers/afternoondelight,"Comedy, Drama",30-Aug-13,http://imdb.com/title/tt2312890/,0.0963022337041,0.04129674651,0.0,0.207255288775,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Better-Living-Through-Chemistry,2617,109.109,163.497500996,140.78650104691414,170.71696409772827,186.01366585487037,0.877231368564,123,Better Living Through Chemistry,http://www.movie-list.com/trailers/betterlivingthroughchemistry,"Comedy, Drama",14-Mar-14,http://imdb.com/title/tt1609479/,0.0626422782255,0.0330918090485,0.0,0.185047198947,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Heaven-Knows-What,2644,110.235125,92.2083046838,95.57929807360769,85.0994649681523,120.0549697658779,0.254138888889,429,Heaven Knows What,http://www.movie-list.com/trailers/heavenknowswhat,Drama,29-May-15,http://imdb.com/title/tt3687186/,0.080252063032,0.0501922389507,0.0,0.276650664316,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Benefactor,3141,130.964166667,68.249503473,63.30430394493949,68.80062921630082,78.43752345550014,0.652662060302,199,The Benefactor,http://www.movie-list.com/trailers/benefactor,Drama,15-Jan-16,http://imdb.com/title/tt3165630/,0.0646121102037,0.036643026921,0.0,0.210926159131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kill-Your-Darlings,2939,122.539083333,117.846464382,107.90931684364774,121.30854370967003,126.17767034696527,0.416656285552,293,Kill Your Darlings,http://www.movie-list.com/trailers/killyourdarlings,"Biography, Drama, Romance",16-Oct-13,http://imdb.com/title/tt1311071/,0.144752082386,0.0911697514426,0.0,0.377746061891,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jingle-Bell-Rocks,2605,108.6085,179.107298844,176.9475469949616,176.06561195250853,200.58914764108818,0.457533225575,232,Jingle Bell Rocks!,http://www.movie-list.com/trailers/jinglebellrocks,"Documentary, Comedy, History, Music",23-Nov-14,http://imdb.com/title/tt3219462/,0.0541571015553,0.0208056764863,0.00963132615103,0.0935667492882,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
Mistress-America,3683,153.570083333,81.0192306578,68.04028777489951,84.46160477751839,97.39497050385069,1.18496931525,129,Mistress America,http://www.movie-list.com/trailers/mistressamerica,Comedy,14-Aug-15,http://imdb.com/title/tt2872462/,0.101652905335,0.0452859851228,0.0,0.27685716751,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police-Story-Lockdown,2398,99.974875,93.7407736345,86.6836878018786,96.02912886048776,100.54316411768109,0.220603016924,453,Police Story: Lockdown,http://www.movie-list.com/trailers/policestorylockdown,"Action, Crime, Drama",5-Jun-15,http://imdb.com/title/tt2599716/,0.275368944903,0.110945809514,0.0,0.49140930162,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bad-Country,2656,110.735625,88.7677241225,72.80501618494837,95.87330244423227,94.11119517581768,0.342660026042,320,Bad Country,http://www.movie-list.com/trailers/badcountry,"Action, Crime, Drama ",29-Apr-14,http://imdb.com/title/tt2350892/,0.0471240869125,0.0208608736724,0.0,0.0921277019293,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin-and-the-Chipmunks-The-Road-Chip,3486,145.353541667,153.141193189,133.24985732187963,156.27327918136965,189.3017189139268,0.360227197347,402,Alvin and the Chipmunks: The Road Chip,http://www.movie-list.com/trailers/alvinandthechipmunks4,"Animation, Adventure, Comedy",18-Dec-15,http://imdb.com/title/tt2974918/,0.0820701931906,0.0308336687034,0.0,0.246776149829,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
The-D-Train,3863,161.077583333,86.2396554512,73.99103680291813,92.53056180165676,86.03767344942574,0.868660585586,185,The D Train,http://www.movie-list.com/trailers/dtrain,Comedy,8-May-15,http://imdb.com/title/tt3534602/,0.0338083406177,0.0167331895565,0.0,0.104034003309,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Grace-of-Monaco,1709,68.32,89.1509698995,72.1770608073678,94.33511856789892,107.03975284906494,0.546991869919,123,Grace of Monaco,http://www.movie-list.com/trailers/graceofmonaco,"Biography, Drama",TBA 2014,http://imdb.com/title/tt2095649/,0.0855938659226,0.0477487541273,0.0,0.224117427878,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Forest,3564,148.606791667,94.2221074824,79.2996992744617,100.73965289953127,99.87062383584181,0.473982561235,313,The Forest,http://www.movie-list.com/trailers/forest,Horror,8-Jan-16,http://imdb.com/title/tt3387542/,0.0655900835234,0.0403666086303,0.0,0.212531773678,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Imitation-Game,1586,66.1077083333,69.2643751413,61.410729651762765,73.73244638361818,66.91019316827415,0.637187706271,101,The Imitation Game,http://www.movie-list.com/trailers/imitationgame,"Biography, Drama",28-Nov-14,http://imdb.com/title/tt2084970/,0.100781029339,0.0482850340852,0.0,0.211150826129,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Dark-Matter-of-Love,3761,150.4,157.53273243,148.2370067454422,157.90158613603595,180.14438642251991,1.35568627451,102,The Dark Matter of Love,http://www.movie-list.com/trailers/darkmatteroflove,Documentary,1-Nov-12,http://imdb.com/title/tt2512582/,0.141206949515,0.0465931235034,0.0,0.236948885783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Man-Up,3683,153.416666667,129.468241823,121.9451736953712,133.48137356062577,128.6426589964071,0.541512915129,271,Man Up,http://www.movie-list.com/trailers/manup,"Comedy, Romance",13-Nov-15,http://imdb.com/title/tt3064298/,0.0887509981954,0.0414855874607,0.0,0.224906591747,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Forsaken,3120,130.088291667,77.6806865252,59.37391440543277,86.17685786207177,82.00006968787523,0.56344514526,218,Forsaken,http://www.movie-list.com/trailers/forsaken,"Drama, Western",19-Feb-16,http://imdb.com/title/tt2271563/,0.0874495398902,0.044598463593,0.0,0.198003839123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Upside-Down,3601,150.15,123.787589512,113.5454206616266,134.29682280577927,96.63709026078307,0.414541551247,361,Upside Down,http://www.movie-list.com/trailers/upsidedown,"Drama, Romance ",15-Mar-13,http://www.imdb.com/title/tt1374992/,0.19531628488,0.0930725345797,0.0,0.481156330438,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
McCanick,2540,105.897458333,67.5876929607,58.52970370381817,69.25673815304738,82.80227392832283,0.578416666667,182,McCanick,http://www.movie-list.com/trailers/mccanick,"Crime, Drama, Mystery",21-Mar-14,http://imdb.com/title/tt2295564/,0.0620022386517,0.0475044592537,0.0,0.253679283455,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingrid-Bergman-in-Her-Own-Words,2387,99.5160833333,122.012661205,117.8017281283934,123.0763291033413,127.6835042465942,0.721777035623,131,Ingrid Bergman in Her Own Words,http://www.movie-list.com/trailers/ingridbergmaninherownwords,"Documentary, Biography",13-Nov-15,http://imdb.com/title/tt4621016/,0.0985740452575,0.05704646553,0.0,0.209093510034,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Everly,2911,121.25,51.6891567445,46.826244463622174,52.18212389489074,61.94636445602855,0.331481481481,360,Everly,http://www.movie-list.com/trailers/everly,"Thriller, Action",27-Feb-15,http://imdb.com/title/tt1945084/,0.0660719870675,0.0375041516788,0.00292857317612,0.184895420332,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cop-Car,2859,119.202416667,132.414883012,125.77221154099642,136.32487841658778,129.8146083469936,0.373021551724,319,Cop Car,http://www.movie-list.com/trailers/copcar,Thriller,7-Aug-15,http://imdb.com/title/tt3813310/,0.129252786614,0.0852153933807,0.0,0.348896303955,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reasonable-Doubt,3502,146.020875,128.100327236,123.42784866685658,129.67939631824464,132.3327862298091,0.316017260579,449,Reasonable Doubt,http://www.movie-list.com/trailers/reasonabledoubt,"Crime, Thriller",17-Jan-14,http://imdb.com/title/tt2304953/,0.0738658075567,0.0323876810807,0.0,0.173767343914,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iron-Man-3,3008,125.416958333,117.981341258,108.97609633128761,124.0016815353346,110.69648248689356,0.270469474638,460,Iron Man 3,http://www.movie-list.com/trailers/ironman3,,3-May-13,http://www.imdb.com/title/tt1300854/,0.13340435694,0.0866400299105,0.0,0.308445276939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fort-Bliss,3422,142.684208333,94.4852808684,79.21210258949061,99.08719561573399,110.91754015788128,0.454675712719,304,Fort Bliss,http://www.movie-list.com/trailers/fortbliss,"Drama, War",19-Sep-14,http://imdb.com/title/tt2093995/,0.100422621337,0.0615089671537,0.0,0.316572356532,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Lap-Dance,2353,98.098,119.637753046,132.84253679712194,110.27739720354633,133.31830384992614,0.342478286385,284,Lap Dance,http://www.movie-list.com/trailers/lapdance,Drama,5-Dec-14,http://imdb.com/title/tt2392385/,0.0753977780484,0.0482277848449,0.0,0.243618210673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Cobbler,3662,152.694208333,129.713877197,118.82162905813568,133.1632208952652,140.62527724125118,0.674899889381,226,The Cobbler,http://www.movie-list.com/trailers/cobbler,"Comedy, Drama, Fantasy",13-Mar-15,http://imdb.com/title/tt3203616/,0.0841033238336,0.0442927230462,0.0,0.237180467319,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Jersey-Boys,3338,139.180708333,88.1814798739,79.66738449083687,91.88702702351935,91.5018753222913,0.50141,275,Jersey Boys,http://www.movie-list.com/trailers/jerseyboys,"Biography, Drama, Musical",20-Jun-14,http://imdb.com/title/tt1742044/,0.0728514139807,0.0355756790146,0.0,0.195572970856,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The-Heat,2945,122.789333333,140.790748809,120.72933144724358,149.06906223081867,150.88782552993607,0.715139376218,171,The Heat,http://www.movie-list.com/trailers/heat2013,Comedy,28-Jun-13,http://imdb.com/title/tt2404463/,0.0865251324031,0.0399175492597,0.0,0.266437299386,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Decoding-Annie-Parker,3377,140.807333333,98.7300487541,89.2266996548029,102.11953635818814,106.28088057043689,0.786167132216,179,Decoding Annie Parker,http://www.movie-list.com/trailers/decodingannieparker,Drama,2-May-14,http://imdb.com/title/tt1464191/,0.088100297109,0.0426520250627,0.0,0.194451063726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Fault-in-Our-Stars,3584,149.440958333,88.438590734,84.33661126032804,91.87744878020243,81.56416837145748,0.526311949686,265,The Fault in Our Stars,http://www.movie-list.com/trailers/faultinourstars,"Drama, Romance",6-Jun-14,http://imdb.com/title/tt2582846/,0.0859243254727,0.0534970978627,0.0,0.288408877485,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New-World-2013,2279,94.9166666667,96.6226318583,85.65604424424062,102.8968554807019,93.15426374137925,0.386953551913,244,New World (2013),http://www.movie-list.com/trailers/newworld2013,Thriller,22-Mar-13,http://www.imdb.com/title/tt2625030/,0.113738234029,0.0567432271547,0.0,0.234243954116,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Big-Wedding,3580,149.274125,181.450424951,156.85020117010993,191.8018995079319,192.8086386829468,0.951538194444,156,The Big Wedding,http://www.movie-list.com/trailers/bigwedding,Comedy,26-Apr-13,http://www.imdb.com/title/tt1931435/,0.0689430621219,0.0291424096957,0.0,0.168874104185,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Belle,3613,150.6505,88.8205908995,65.90486958994323,97.78974776028468,102.79862670024737,0.648194444444,231,Belle,http://www.movie-list.com/trailers/belle,"Drama, Romance",2-May-14,http://imdb.com/title/tt2404181/,0.0809936807835,0.0349522986818,0.0,0.220797043841,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My-Man-is-a-Loser,3363,140.223416667,131.193599801,114.60802422547953,135.69431150257077,151.6201798952543,0.504400779376,278,My Man is a Loser,http://www.movie-list.com/trailers/mymanisaloser,Comedy,25-Jul-14,http://imdb.com/title/tt2166934/,0.0433364227907,0.0214075249254,0.0,0.118294311816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A-Night-in-Old-Mexico,2753,114.781333333,108.443856701,97.30760327262486,110.18331259393153,128.7807858758873,0.444321428571,245,A Night in Old Mexico,http://www.movie-list.com/trailers/anightinoldmexico,Drama,16-May-14,http://imdb.com/title/tt2308260/,0.135828681025,0.0787163377016,0.00254544062658,0.379433276071,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Were-the-Millers,3583,149.25,158.404445738,150.93118795499606,158.3758572324454,178.28496020248812,0.510743321719,287,We're the Millers,http://www.movie-list.com/trailers/werethemillers,Comedy,9-Aug-13,http://imdb.com/title/tt1723121/,0.140560371908,0.0958908906698,0.0,0.489237005952,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Keeping-Room,2992,124.749625,91.5766488101,81.69329088032765,96.91237747863225,90.09612794756059,0.674360280797,184,The Keeping Room,http://www.movie-list.com/trailers/keepingroom,Drama,25-Sep-15,http://imdb.com/title/tt2488778/,0.0897156117708,0.0802171746008,0.0,0.375264087297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Two-Bit-Waltz,3409,142.142,114.985674252,96.22724670132496,120.86241361440946,134.00976685165583,1.05228580247,135,Two-Bit Waltz,http://www.movie-list.com/trailers/twobitwaltz,"Comedy, Drama, Family",TBA 2014,http://imdb.com/title/tt2570224/,0.0328050292356,0.0168208944208,0.0,0.109395183076,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Plush,1561,65.065,88.0162851485,74.24064982397763,92.51105306131423,101.06812955374569,0.407316191983,158,Plush,http://www.movie-list.com/trailers/plush,Thriller,13-Sep-13,http://imdb.com/title/tt2226519/,0.191089004002,0.0774086078759,0.0,0.347402342104,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They-Came-Together,3399,141.724916667,151.036202926,128.57195897716036,155.40420088577932,187.57700410379076,0.838115384615,169,They Came Together,http://www.movie-list.com/trailers/theycametogether,"Comedy, Romance",27-Jun-14,http://imdb.com/title/tt2398249/,0.0783735660424,0.0368320560071,0.0,0.179425090983,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Predestination,2175,90.5833333333,160.251363786,146.18739526917315,167.60472699423264,159.40330345590021,0.45004145937,201,Predestination,http://www.movie-list.com/trailers/predestination,,9-Jan-15,http://imdb.com/title/tt2397535/,0.14168081466,0.0713436155426,0.0,0.332673272438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bobo,2405,100.266833333,78.891773427,84.62092432938998,73.61509554407422,91.10980754902289,2.04541071429,49,Bobo,http://www.movie-list.com/trailers/bobo,Drama,TBA 2014,http://imdb.com/title/tt2899956/,0.0330571163929,0.0365990337962,0.0,0.223373823344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As-Above-So-Below,3620,150.942458333,75.7140680169,64.01530585435016,83.65311904576289,65.57466857166456,0.359481290453,412,"As Above, So Below",http://www.movie-list.com/trailers/asabovesobelow,"Horror, Thriller",28-Aug-14,http://imdb.com/title/tt2870612/,0.150559946511,0.0822910944731,0.0,0.353380266371,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla,3198,133.341541667,56.2174309686,52.30854969310818,56.881663693823015,63.09534102701445,0.463820330969,282,Godzilla,http://www.movie-list.com/trailers/godzilla,,19-May-98,,0.0840076453877,0.0381514602319,0.0,0.185027298007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shelter,2940,122.580791667,89.7660375022,73.06900126198875,96.81963778041822,97.30338287607204,0.450357996324,272,Shelter,http://www.movie-list.com/trailers/shelter,"Drama, Romance, Sport",21-Mar-08,http://www.imdb.com/title/tt0942384/,0.0465086666027,0.0166913995595,0.0,0.120071223196,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Home-Sweet-Hell,2859,119.202416667,112.89334987,94.84830682913014,116.65012948821507,140.96109604892902,0.430375,273,Home Sweet Hell,http://www.movie-list.com/trailers/homesweethell,"Comedy, Drama",TBA 2015,http://imdb.com/title/tt2802136/,0.0763651681311,0.0381505929765,0.0,0.196631882247,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Lifeguard,2713,113.113,128.939781795,114.23856132016645,135.8855335501831,131.83392651146687,0.477959751773,235,The Lifeguard,http://www.movie-list.com/trailers/lifeguard,"Comedy, Drama",30-Aug-13,http://imdb.com/title/tt2265534/,0.0854669858182,0.03562805679,0.0,0.141464836084,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Very-Good-Girls,2538,105.814041667,131.929641413,110.65832941496976,141.6933122421591,137.54291635621246,0.454137517883,233,Very Good Girls,http://www.movie-list.com/trailers/verygoodgirls,Drama,25-Jul-14,http://imdb.com/title/tt1931602/,0.238133863743,0.0966513980518,0.0,0.501555448412,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hours,2618,109.150708333,73.8917631031,67.90419007267545,75.53802372510852,81.17877862893432,0.306727573182,353,Hours,http://www.movie-list.com/trailers/hours,Thriller,13-Dec-13,http://imdb.com/title/tt2094018/,0.108858660271,0.0557877118104,0.0,0.280563370072,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie-Countryman,4512,150.517033333,84.5129220862,72.11081508435068,88.43221567909956,96.92358643732454,0.398098850575,377,Charlie Countryman,http://www.movie-list.com/trailers/charliecountryman,"Action, Comedy, Romance",15-Nov-13,http://imdb.com/title/tt1196948/,0.131101191699,0.0717805323648,0.0,0.423259319935,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Inside-Llewyn-Davis,3132,130.588791667,109.501442058,104.36685213680555,114.41122469791667,97.77895663472222,0.713144125683,183,Inside Llewyn Davis,http://www.movie-list.com/trailers/insidellewyndavis,Drama,6-Dec-13,http://imdb.com/title/tt2042568/,0.0597380213616,0.0464130078461,0.0,0.233329688778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Other-Woman-2014,3464,144.435958333,182.134110108,170.10719995564557,186.62415727334766,190.70778703717446,0.919177282378,157,The Other Woman (2014),http://www.movie-list.com/trailers/otherwoman2014,Comedy,25-Apr-14,http://imdb.com/title/tt2203939/,0.0994510867093,0.0436689490535,0.0,0.223118013841,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Numbers-Station,3553,148.148,80.355423856,70.6144312909949,87.52404523239248,69.05399817319652,0.222444444444,663,The Numbers Station,http://www.movie-list.com/trailers/numbersstation,"Action, Thriller",26-Apr-13,http://www.imdb.com/title/tt1659338/,0.0671016184388,0.0442166506521,0.0,0.23583063676,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Fake,2427,101.184416667,197.002316094,184.48720914713542,204.36073936863795,192.09943219753458,1.90254166667,52,The Fake,http://www.movie-list.com/trailers/fake,"Animation, Thriller",TBA 2014,http://imdb.com/title/tt3091272/,0.0996228196691,0.0528876612533,0.0,0.225890812298,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The-Book-of-Life,3590,149.691208333,98.8143555637,73.64371151448961,106.48104195216956,125.4199874218068,0.39744935727,376,The Book of Life,http://www.movie-list.com/trailers/bookoflife,"Animation, Comedy",17-Oct-14,http://imdb.com/title/tt2262227/,0.135863017189,0.0795648719118,0.0,0.378177422176,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
